x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128
-0.01359069,-0.0052766204,0.019050121,0.021352202,0.0048015714,0.0037361681,0.013710976,0.00015822798,-0.0042316094,0.00782378,0.008648112,0.0059714317,-0.0079894215,0.00091946125,-0.018586934,-0.012006938,-0.01951927,-0.017705023,-0.014731407,-0.026176095,-0.012816906,0.008746743,0.0061549544,0.0026873648,-0.0048790574,0.0033277273,-0.0012571812,-0.012346812,-0.0065897703,-0.024532408,0.007270649,0.027203485,-0.030452818,-0.009632826,-0.009390712,0.0057832003,0.017593384,0.0056216717,0.00094890594,-0.017308712,0.0008199215,0.0048474073,0.028315306,0.006343007,0.01892376,0.0050286055,0.011965632,0.00044369698,-0.021071315,0.015839934,-0.004165292,-0.0072245,-0.020283729,-0.022591408,0.0067527145,0.031271696,-0.058739424,-0.004877448,0.022272646,0.0053572655,-0.0021500587,-0.009842634,-0.013740778,0.052145243,0.04828787,0.011353612,0.0067242384,-0.007477522,-0.040135562,-0.03937781,-0.0050315857,-0.011541009,0.004377961,-0.0157336,-0.025950372,-0.0070421994,0.008417845,-0.028698087,-0.057612777,-0.077625275,-0.04116726,-0.08544326,0.00797987,-0.007918119,0.03460169,-0.05454898,0.055972338,-0.03180051,-0.016061306,-0.0029878616,0.025164366,-0.017310143,0.0522182,0.02396524,0.028468132,-0.017183065,-0.009885669,0.00889039,0.006132126,0.007973671,-0.030014277,0.001957655,0.008798838,-0.003129959,-0.0052273273,-0.023585081,-0.031974554,-0.030829906,-0.0034210682,-0.015833497,-0.019301057,0.027716279,0.009316802,-0.0026261806,0.0012788773,-0.0029854774,-0.009118319,-0.013336897,-0.0022222996,0.00024807453,0.0027902126,-0.00023388863,-0.0015347004,0.0039110184,-0.0037837029,-0.006621361,-0.0043210983,-0.0027143955
-0.03717428,0.0068103075,0.016667694,0.025071695,-0.0300548,0.008599218,0.037859574,0.0072357655,0.0034765005,-0.011261582,-0.008149207,0.0034811497,-0.010142684,0.009446457,-0.0041391402,0.0031926064,-0.015691608,-0.032298267,-0.0025759935,0.0008845329,-0.033819914,-0.016699135,0.007115394,-0.01492672,-0.011998653,-0.03731689,-0.017587222,0.0069609582,-0.027864814,-0.031546295,-0.010109305,0.04932064,0.022504747,-0.026087642,-0.017614722,0.011718273,0.020347357,0.0067505836,-0.021859646,0.013305187,-0.04001999,0.022008896,0.07476437,0.042966247,0.029294372,0.004548669,0.011446238,-0.0052856207,-0.023449183,-0.037685394,-0.011836171,-0.0072149634,-0.018273294,-0.027751148,-0.034567535,-0.018903375,-0.055521727,-0.047241807,-0.017290473,-0.0028972626,0.023764014,-0.002611637,-0.019393444,0.017348766,0.019353986,0.0013569593,0.06306362,-0.03275466,-0.099920034,-0.07567036,-0.05597496,-0.030023336,-0.074692845,0.003344655,0.001947403,-0.13584083,-0.2060113,-0.16035438,-0.08430958,-0.031327248,-0.15762067,-0.07721496,-0.05637598,-0.040020704,0.0033740997,-0.009780407,-0.0021317005,-0.04558897,0.011159658,0.060151577,0.05224514,0.10760617,0.11969137,0.19648433,-0.067195535,-0.08133447,0.028697014,0.0059301853,0.0049078465,-0.0035512447,-0.026585102,0.01333642,-0.0038437843,-0.034825325,-0.048024178,-0.029456854,-0.08335447,-0.06128335,-0.050261974,-0.099179745,-0.012119055,0.024940372,0.029641628,0.006435156,0.017665625,0.0053491592,-0.00998044,-0.010768771,-0.006656289,0.0023400784,0.0013962984,0.0022586584,0.0043005943,-0.004488945,-0.0019757748,-0.0015766621,-0.0033812523,-0.003918886
-0.044313967,-0.059236765,0.004403442,0.0028186813,0.043432772,0.01703307,0.06847268,0.020815432,0.0046880245,-0.025922298,-0.03123784,-0.0054704547,0.027621895,0.024279535,0.022943437,0.0050132275,0.0044977665,-0.02975607,-0.020592093,-0.030439854,-0.0123900175,-0.026261985,-0.04022917,-0.038381755,-0.025263488,-0.06423958,-0.027822267,0.02314949,-0.020472348,-0.0390805,-0.043547988,0.03211713,0.037053168,-0.022975087,0.0030126572,0.016511917,-0.00867033,-0.00732708,-0.0023667812,-0.013219357,0.023806334,0.01841867,0.05754888,0.011617422,0.008765221,0.013671637,0.007935047,-0.008741617,-0.048295736,-0.028731942,0.0032043457,0.031363845,-0.034457088,-0.037665963,0.020801187,0.006212592,0.005382657,0.0045491457,0.011590481,-0.0012823343,0.0025439262,-0.031548977,-0.012806177,-0.0036238432,-0.006565571,0.008317709,-0.06736219,-0.071572304,-0.03960514,-0.0586977,-0.039629817,-0.031678915,-0.11767006,-0.09740782,-0.057202578,-0.010020852,0.14597404,-0.021157503,-0.032871723,-0.017440319,-0.071689844,-0.021463871,-0.103743315,-0.026851416,-0.06281519,0.026816607,-0.0010888577,-0.078252554,0.036132812,0.037489653,0.11590624,0.14394021,0.13012075,0.18002534,0.0031502247,-0.04839468,-0.048465252,-0.010989428,0.03241086,-0.030937433,-0.012582183,0.018868327,-0.10768962,-0.027189374,-0.009869933,-0.028809309,-0.06862235,-0.07320523,-0.0452137,-0.03505516,-0.011148691,0.025182247,0.01757574,0.0037341118,0.011823177,-0.0154185295,0.0029246807,-0.010685444,-0.007857323,-0.010304451,-0.0031528473,-0.006862998,-0.012130499,-0.0014741421,0.00821805,0.0027127266,0.0025966167,-0.0029857159
-0.071516335,-0.09617033,0.047049433,0.018086843,0.009215593,0.015731573,0.073856294,0.0041468143,-0.0023771524,-0.014149547,-0.022211432,0.009199828,0.02453892,-0.015096337,-0.028596073,-0.017642796,-0.010011118,-0.0019062161,0.009288609,-0.044127226,-0.021716297,-0.018122584,-0.019117683,0.008132983,-0.006637752,-0.017579906,-0.014812395,0.0073321164,0.01048997,0.004180908,-0.05079943,0.0071989894,0.019634426,-0.015847802,0.019961238,0.027557611,-3.2186508e-5,0.0025572777,-0.042669773,0.004953623,-0.005584717,0.012831092,0.06573582,0.005538106,0.00040656328,-0.015960693,-0.0043854713,-0.0017695427,-0.0665741,-0.06717169,-0.004994631,-0.015255213,-0.017547488,0.004279375,-0.008623004,0.016898036,-0.017306209,-0.0073364973,-0.0046961308,0.009893894,-0.015380263,-0.024288177,-0.009866595,-0.0019346476,-0.013088703,-0.0036245584,0.041456223,-0.0076630116,-0.008448958,-0.0132911205,-0.05145836,-0.082246184,-0.13809979,-0.10530329,-0.0519073,0.0356766,0.22595549,0.20567846,0.047011614,0.0039458275,-0.10533285,-0.037404776,-0.023793697,0.07588005,-0.028083801,-0.024071455,0.039011,-0.010896921,-0.004766226,0.027465343,0.047210217,0.08494544,0.18034267,0.26637626,0.11896658,-0.004032612,0.063361645,-0.016299486,-0.0562855,-0.036927223,0.018963933,0.030011535,-0.05117619,-0.05924523,-0.0026249886,0.027933598,-0.093862295,-0.09596729,0.01265502,0.026485682,-0.010884762,0.017392874,0.008664966,-0.0028004646,0.025676727,0.0034258366,0.014107943,0.008267403,-0.0086939335,0.0003848076,0.004397154,-0.005887866,-0.014942884,-0.010612726,-0.008168697,0.0066678524,0.013273716,0.004289627
-0.03230737,-0.038699776,0.061121225,-0.02864673,0.016910404,0.035485744,0.02815497,-0.021818757,0.010862827,-0.02088356,0.021662474,0.043512534,0.0071612,-0.05321473,-0.05648756,-0.017510086,0.013847113,0.013601705,-0.02483049,-0.03757161,-0.030002117,-0.007797241,-0.0067569017,-0.0003632009,0.042283952,-0.000628978,0.03928417,0.037689686,0.022126824,-0.044270337,-0.036569834,-0.0017230511,5.6147575e-5,-0.0039992332,0.00029408932,0.005011797,0.0007996559,-0.003074646,0.0016636848,0.013845444,0.020017862,0.030216813,0.023432016,0.01809442,0.020593703,-0.0065212846,0.007415414,0.04822409,-0.017539978,-0.0104368925,-0.0071276426,-0.05812621,-0.015191197,-0.014604688,-0.026168823,-0.025270939,-0.024196386,0.00023937225,-0.012639523,0.0049556494,-0.022557259,-0.053827405,-0.037082314,0.034428716,0.051016927,0.08842856,-0.0016642809,-0.07707238,-0.039443612,-0.08883464,-0.017148376,0.000726223,0.09369278,0.025178313,0.0071314573,-0.04102254,0.13057971,0.034867287,-0.09066677,-0.18376827,-0.06289053,0.029038668,-0.031599045,0.019653797,-0.037991524,-0.024780273,-0.017505646,-0.1576109,-0.030750275,-0.016067982,-0.054411173,0.002702713,0.03953004,0.16935062,0.10768962,0.1978383,-0.007273793,-0.029206514,0.0018116236,-0.031009674,0.01802349,0.09625006,0.0051898956,-0.056257725,-0.05562508,-0.0053482056,-0.026174545,-0.054628372,-0.05043912,0.00021839142,0.005553007,-0.019665599,-0.023186088,-0.018750072,0.009680748,-0.0066223145,-0.016766071,-0.016756535,-0.014962554,-0.021316528,-0.0025289059,-0.0139683485,-0.0056585073,-0.0042569637,-0.015673637,-0.003139019,-0.0033082962,-0.0024101734
-0.02698182,0.0063753426,0.0309546,0.044835716,0.0031381855,0.016106188,0.05004704,0.029350162,-0.039154053,-0.092415094,0.019087136,0.099705964,-0.008122981,-0.06903881,-0.012004614,-0.027036771,0.0019383878,0.012696952,-0.054057688,-0.032605946,-0.013260722,-0.0065632463,-0.03741038,-0.002551198,-0.03274542,-0.011576414,-0.028755426,-0.006408334,0.031861484,0.012509286,-0.013546705,0.0002593994,0.027353168,0.003209591,-0.0042458773,0.00723207,-0.003935933,-0.029638529,-0.0013513565,0.04856217,-0.01716578,0.058098674,0.0256778,0.02985549,0.04870212,0.015687883,-0.01601103,0.002389446,0.024352,0.03596133,0.016492546,-0.005692005,-0.032791853,-0.045408726,-0.05192423,-0.050782204,-0.049814105,0.011572599,0.018592715,-0.015566826,-0.052479744,-0.06434393,-0.035571933,0.002673626,0.09059328,0.06607401,0.049185038,0.018736362,0.00062942505,-0.021862268,-0.06317282,-0.084893465,0.030655622,0.04562378,0.02446711,0.016153216,0.04247403,-0.0023748875,0.0109734535,-0.121865034,-0.026179075,0.08472085,0.06289196,-0.042145014,0.016513824,0.03722143,0.09236646,0.0030026436,0.010806322,0.047262907,-0.02701521,-0.038463116,0.03629768,0.077543974,0.09319198,0.035239935,0.05209744,-0.03622091,0.0035420656,-0.014012337,0.026772022,0.03951907,-0.07762146,-0.04524529,0.01439929,-0.014610767,-0.017418861,-0.04799056,-0.08372283,-0.04262805,0.0129749775,0.024502277,0.026243448,-0.004484415,-0.0050514936,0.00014460087,0.0007058382,-0.009322286,-0.062191725,-0.026888967,-0.025619268,-0.042042375,-0.025558352,0.008716106,0.00039958954,0.014785051,0.012484074,-0.0019066334
-0.045860432,-0.14573434,0.029188395,0.05844754,0.016894236,0.012259424,0.04443848,0.00079631805,-0.034650326,-0.07434213,-0.0029403865,0.034314208,0.008899748,0.023289233,0.08709106,0.041035205,-0.047221035,0.05025272,0.0018116236,-0.042949855,-0.0014406443,-0.029559493,0.02032113,-0.009053826,-0.026211262,-0.011333942,-0.047303915,-0.06906968,0.027366638,0.04127747,0.034959316,0.037023067,0.021418095,-0.027234077,-0.013383508,0.00585711,-0.0028175116,-0.041460752,-0.031012177,0.03556156,0.00064635277,0.04092264,0.027331889,0.01147306,0.04896605,0.04580909,-0.0031052232,-0.07068357,-0.02852355,0.016994774,-0.018271565,-0.017396927,-0.025461078,-0.030961871,-0.019797325,-0.012419462,-0.04333687,0.00016188622,0.027744293,-0.03503406,0.012654185,-0.012315273,-0.044402838,-0.0074915886,0.024824858,0.028607965,0.019304037,0.02249825,0.014745355,-0.048129797,-0.010948181,-0.006990075,0.052161694,-0.031959772,-0.12217677,-0.058083534,-0.0077085495,0.14496636,0.08280897,-0.08122802,-0.05568719,-0.07109046,0.010662794,0.01894021,-0.05796814,-0.04451084,0.07695937,-0.15639043,0.008387566,0.085850716,0.043619275,0.050680876,0.11897206,-0.03113556,0.012176752,0.03815198,0.037258387,0.066425085,0.06767058,0.010127187,-0.033061385,0.0005518198,-0.0313977,0.038018465,0.0021800995,-0.024609327,-0.054584503,-0.005979061,-0.01791668,0.017384052,-0.012402654,-0.039667606,0.048401594,0.012402654,0.00071418285,-0.003908038,0.0025945902,-0.00095391273,0.0009627342,-0.0020204782,-0.014255524,-0.01620984,-0.032062054,-0.004881382,-0.010155439,0.00046658516,0.012785912,-0.008409977
-0.02147317,0.007642746,-0.00873286,0.07432073,-0.009737819,0.0016126633,0.028238177,0.012613654,0.0038636923,-0.023554146,0.039694846,0.10824959,0.03670548,0.023407571,0.07706954,0.041440025,-0.0067281425,-0.0052729845,-0.01005733,-0.052499652,-0.0011839867,0.002628088,-0.011013627,-0.020887017,0.013658404,0.057400107,0.05147159,-0.03269446,0.014959097,0.00020706654,0.088755846,0.039332867,0.024938464,0.010296941,0.004431367,0.0077317953,-0.010836482,-0.04266417,-0.040799916,-0.02437061,-0.0066261888,0.019820333,0.026490003,0.0042185187,0.016128391,0.06276971,0.032204926,-0.040005147,-0.0009821355,-0.011542857,-0.028900862,-0.045025587,0.007576227,0.02383244,0.013039112,0.045301676,-0.0051288605,-0.034513354,-0.019109607,-0.031718135,0.0008240938,0.014197588,-0.068802714,-0.05665648,-0.065909386,-0.08427143,-0.040216327,-0.069603324,-0.010241032,-0.063926935,0.040058136,0.01881957,-0.066443324,-0.032717705,0.07699919,0.12045121,0.25065148,0.22701812,0.2176106,-0.0011637211,0.037823677,-0.08112264,-0.004388094,0.05352497,-0.10098958,-0.05337572,-0.011162043,-0.033442497,1.168251e-5,0.04033041,-0.034864664,-0.115264416,-0.022444725,5.2452087e-6,-0.008751631,-0.0034251213,0.06590819,0.028008461,-0.007503748,0.059185386,-0.023765922,0.03895378,0.06129527,0.053470373,0.07993817,-0.025411129,-0.060316563,0.0036685467,-0.019345522,0.011040688,-0.021968007,-0.049210787,-0.0028871298,-0.00046253204,-0.012439489,-0.01594305,0.0040729046,0.0446676,0.04450667,0.01635766,0.027748346,-0.00072312355,-0.009451628,0.018973112,-0.007181525,-0.0023982525,0.003887415,0.00048851967
0.0074233413,-0.12024343,-0.01834321,0.012585402,0.0306862,0.034096897,0.027666569,-0.0005887151,-0.01120919,0.015895307,0.060014844,0.05472593,0.039196737,-0.0027899295,0.0074397624,0.019066747,-0.02421328,-0.017951757,0.01252538,-0.021950483,0.010878086,0.022256136,-0.0016524792,-0.03755629,0.00018882751,-0.009501815,0.016064942,0.014409304,0.019785821,0.02478981,0.07144368,0.06823444,0.027036548,0.009984851,0.03259778,0.031189322,0.0058045387,-0.029259622,-0.07924223,-0.019867778,0.035858512,-0.0015292764,0.0059818923,0.0057621,-0.00018042326,0.040269718,0.019073416,-0.021611705,-0.023825228,0.012489855,0.0049073696,-0.020682454,-0.009985328,-0.014770746,-0.012036443,-0.0056351423,-0.0014909506,-0.051561117,-0.020651102,-0.0041167736,0.07639456,-0.029766321,-0.0011004806,0.023770094,-0.11469865,-0.06305349,0.024834394,-0.016801834,0.0023908615,-0.10076904,-0.115059614,0.055888653,0.058651567,0.043382406,0.0296036,0.044100285,0.11076987,0.14146018,0.07968712,0.038284898,-0.08010578,-0.0066998005,-0.09444666,-0.057024002,-0.0023858547,-0.017039537,0.048559427,-0.066432476,-0.097720146,-0.020051837,-0.084439516,-0.11258805,-0.063981295,0.017456532,0.038002253,0.047050476,0.005170107,-0.010302782,0.020906687,0.13242531,0.027531862,-0.009865046,-0.029536724,-0.009002209,0.0065631866,-0.054052114,-0.053804398,-0.0741303,-0.02674818,-0.04161954,0.028382897,0.04358673,0.0790633,0.014924169,-0.006599307,-0.009784818,0.010475755,0.003965497,0.0011547804,-0.031547785,0.020534396,0.009812355,-0.016792297,0.0073387623,0.010211229,0.0025789738,0.020491362,0.012758493
-0.027745068,-0.052489817,-0.05302906,0.0077878237,0.001113534,0.030449629,0.05620253,0.013572574,-0.019194186,0.052860707,0.090213716,0.034437716,0.010202169,0.021616518,0.00838688,0.056111753,0.043350816,0.018503547,0.028138638,-0.00025236607,-0.0076084137,0.0050718784,0.008300066,-0.020033002,-0.008036673,-0.047923476,-0.027255595,0.0049579144,-0.04184854,0.022034407,0.022378922,0.014671087,0.009344697,0.06335151,0.010343432,-0.009062052,0.03311467,-0.020593047,0.001985073,0.0070399046,0.0827446,0.046934426,0.006948352,-0.005238563,-0.008631456,0.014463022,-0.012454569,0.033553064,0.003964603,0.0112046,0.011662126,0.003421545,-0.003002882,-0.004382074,-0.023215652,-0.0041413903,-0.016067982,0.010442495,-0.022055864,0.07639933,0.077877045,-0.033301502,0.038463615,0.092343986,0.0024852753,0.014054418,0.07979298,0.0915997,-0.039189577,-0.057891846,-0.10334802,-0.008406043,0.06765187,0.0843724,0.03503871,-0.01068449,0.103839874,0.01003027,0.026879549,0.026861668,-0.21340978,-0.014346123,-0.00096559525,-0.16800165,-0.005232811,-0.18044686,-0.07699609,0.049171686,0.02874279,0.02916956,0.007188201,-0.030245066,-0.0048862696,0.028090358,0.06149316,0.016123295,0.031062365,-0.01919198,-0.04098773,0.03758335,-0.00831008,0.0011622906,-0.06469321,-0.10984206,0.018790007,-0.084331274,-0.06196928,-0.08996439,-0.0706296,-0.07090974,-0.0069885254,0.022696853,0.037943244,0.012300849,0.0005172491,0.019559741,0.0017031431,0.02139926,-0.0015668869,-0.014074922,0.023213029,0.0032006502,-0.021040201,-0.01719737,0.0052177906,-0.004359603,-0.0052933693,-0.0016252995
