Epoch,Loss,PredLabelIndex,PredLabelName,Prob_NoAnomaly,Prob_AnomalyType1,Prob_AnomalyType2,Prob_AnomalyType3
1,55.11207580566406,3,anomaly type 3,4.2921929741684305e-24,5.474715977287834e-18,2.544508657595368e-14,1.0
2,53.80524444580078,3,anomaly type 3,1.5364954662186304e-23,1.2559315678144747e-17,6.585040130367703e-14,1.0
3,52.52995300292969,3,anomaly type 3,5.334453514858527e-23,2.9231596700668536e-17,1.7010201027681943e-13,1.0
4,51.28527069091797,3,anomaly type 3,1.64610103101305e-22,6.303815069835556e-17,4.130281186509599e-13,1.0
5,50.15846252441406,3,anomaly type 3,4.944946185385325e-22,1.3289498279655724e-16,9.853771444634507e-13,1.0
6,49.05850601196289,3,anomaly type 3,1.4433502983161015e-21,2.743919822191759e-16,2.312684765914952e-12,1.0
7,47.98731994628906,3,anomaly type 3,3.8968676566797036e-21,5.210641230251852e-16,5.102272337270675e-12,1.0
8,46.99411392211914,3,anomaly type 3,1.0280556081978484e-20,9.693737274745016e-16,1.1094588789339888e-11,1.0
9,46.02403259277344,3,anomaly type 3,2.4571435638804633e-20,1.7037458929089412e-15,2.272769819566811e-11,1.0
10,45.15270233154297,3,anomaly type 3,5.472497039445266e-20,2.951668840307743e-15,4.4956705025356314e-11,1.0
11,44.351966857910156,3,anomaly type 3,1.1890274110931111e-19,5.051677815886809e-15,8.718950561537042e-11,1.0
12,43.57598114013672,3,anomaly type 3,2.4687575027981346e-19,8.143137585677612e-15,1.62310553886158e-10,1.0
13,42.845401763916016,3,anomaly type 3,4.988473467232598e-19,1.3054635260442097e-14,2.954261835164118e-10,1.0
14,42.14198684692383,3,anomaly type 3,9.967383692608318e-19,2.0793833845002448e-14,5.378337775141517e-10,1.0
15,41.449798583984375,3,anomaly type 3,1.965774873397569e-18,3.304049877661877e-14,9.787066712618753e-10,1.0
16,40.77064514160156,3,anomaly type 3,3.760733227990181e-18,5.229703727905634e-14,1.7348942282779944e-9,1.0
17,40.121917724609375,3,anomaly type 3,6.899969679412627e-18,8.150382766695247e-14,2.895145012615785e-9,1.0
18,39.5150146484375,3,anomaly type 3,1.2824331938697548e-17,1.2726937017280837e-13,4.724988844628797e-9,1.0
19,38.89518737792969,3,anomaly type 3,2.331417490031324e-17,1.9602237042760928e-13,7.554702641243694e-9,1.0
20,38.29747009277344,3,anomaly type 3,4.146035032652178e-17,3.0005338491623235e-13,1.1421031231861889e-8,1.0
21,37.72179412841797,3,anomaly type 3,7.300762922586517e-17,4.5383296187924416e-13,1.713813269077491e-8,1.0
22,37.155967712402344,3,anomaly type 3,1.2436841827725043e-16,6.55046925989583e-13,2.5362888678159834e-8,1.0
23,36.62328338623047,3,anomaly type 3,2.1011654137800844e-16,9.399736848256235e-13,3.742605514389652e-8,1.0
24,36.09886932373047,3,anomaly type 3,3.489143114955237e-16,1.3365837299786354e-12,5.471716235661006e-8,1.0
25,35.591705322265625,3,anomaly type 3,5.723991900682425e-16,1.8998203617920373e-12,7.929807566142699e-8,0.9999998807907104
26,35.09669494628906,3,anomaly type 3,9.304078825601988e-16,2.691602149496042e-12,1.1396554810971793e-7,0.9999998807907104
27,34.61090850830078,3,anomaly type 3,1.494190365274701e-15,3.821220683625226e-12,1.6335526709099213e-7,0.9999998807907104
28,34.13719177246094,3,anomaly type 3,2.331632887862833e-15,5.377931173305983e-12,2.2864593063331995e-7,0.9999997615814209
29,33.69220733642578,3,anomaly type 3,3.586304040873291e-15,7.463456068446117e-12,3.1622420237908955e-7,0.9999996423721313
30,33.261653900146484,3,anomaly type 3,5.5001762557438036e-15,1.0403211278542379e-11,4.372700175281352e-7,0.9999995231628418
31,32.8339958190918,3,anomaly type 3,8.311632767677227e-15,1.4597411820971296e-11,6.006948751746677e-7,0.9999994039535522
32,32.421119689941406,3,anomaly type 3,1.2461824005713124e-14,2.0634272068775772e-11,8.221469443014939e-7,0.9999991655349731
33,32.01610565185547,3,anomaly type 3,1.8495245618236136e-14,2.8602417309619987e-11,1.0852440937014762e-6,0.999998927116394
34,31.62126350402832,3,anomaly type 3,2.7176105129819196e-14,3.9466544615729404e-11,1.418170199940505e-6,0.9999985694885254
35,31.236438751220703,3,anomaly type 3,3.973672451740122e-14,5.468421548915359e-11,1.8674815009944723e-6,0.9999980926513672
36,30.85650062561035,3,anomaly type 3,5.786708867075094e-14,7.566963028393658e-11,2.4489038423780585e-6,0.9999974966049194
37,30.480627059936523,3,anomaly type 3,8.4025356659502e-14,1.0424839463896163e-10,3.205251687177224e-6,0.9999967813491821
38,30.10765838623047,3,anomaly type 3,1.208395633989917e-13,1.4233894618520537e-10,4.194789198663784e-6,0.9999958276748657
39,29.744312286376953,3,anomaly type 3,1.7336803379616045e-13,1.944026745137606e-10,5.477481863636058e-6,0.9999945163726807
40,29.383359909057617,3,anomaly type 3,2.442034476111271e-13,2.613446403731956e-10,7.035985618131235e-6,0.9999929666519165
41,29.040775299072266,3,anomaly type 3,3.3779137256426117e-13,3.4446343000205104e-10,8.876356332621071e-6,0.9999911785125732
42,28.71634864807129,3,anomaly type 3,4.633104880649719e-13,4.5058981545942345e-10,1.1158835150126833e-5,0.9999887943267822
43,28.400379180908203,3,anomaly type 3,6.33611761148567e-13,5.877174857893408e-10,1.3983801181893796e-5,0.9999860525131226
44,28.087339401245117,3,anomaly type 3,8.649948162256504e-13,7.650268196712773e-10,1.7551048586028628e-5,0.999982476234436
45,27.776052474975586,3,anomaly type 3,1.1787312662395188e-12,9.942905387916312e-10,2.2015861759427935e-5,0.9999779462814331
46,27.466583251953125,3,anomaly type 3,1.6131208781938744e-12,1.3043303104254278e-9,2.7838961614179425e-5,0.9999721050262451
47,27.152851104736328,3,anomaly type 3,2.259446752958527e-12,1.7767366466969747e-9,3.656874832813628e-5,0.9999634027481079
48,26.815900802612305,3,anomaly type 3,3.2069848079213648e-12,2.4501345396998886e-9,4.8813584726303816e-5,0.9999511241912842
49,26.46569061279297,3,anomaly type 3,4.478765882470759e-12,3.350705046756275e-9,6.460692384280264e-5,0.9999353885650635
50,26.13167381286621,3,anomaly type 3,6.216871201863983e-12,4.541016451753421e-9,8.540105045540258e-5,0.9999146461486816
51,25.803754806518555,3,anomaly type 3,8.560622696829334e-12,6.115606687728814e-9,0.00011024357081623748,0.9998897314071655
52,25.483848571777344,3,anomaly type 3,1.1626331841707582e-11,8.110125016003167e-9,0.0001400137844029814,0.9998599290847778
53,25.17774772644043,3,anomaly type 3,1.5773909955996146e-11,1.0732541078084523e-8,0.00017769599799066782,0.9998223185539246
54,24.872663497924805,3,anomaly type 3,2.1419152909651906e-11,1.4271764214868199e-8,0.00022630291641689837,0.9997736811637878
55,24.566736221313477,3,anomaly type 3,2.904733918673852e-11,1.897612378343183e-8,0.0002876383950933814,0.9997122883796692
56,24.262094497680664,3,anomaly type 3,3.9366190862644146e-11,2.522656927794742e-8,0.00036520001594908535,0.9996347427368164
57,23.958114624023438,3,anomaly type 3,5.321395754598335e-11,3.343133769817541e-8,0.0004616302321664989,0.9995383024215698
58,23.656700134277344,3,anomaly type 3,7.152867187443235e-11,4.429952227269496e-8,0.0005824140389449894,0.9994175434112549
59,23.36092185974121,3,anomaly type 3,9.525288197087534e-11,5.863300245323444e-8,0.0007226545130833983,0.9992772936820984
60,23.074485778808594,3,anomaly type 3,1.2624397360827544e-10,7.736501572708221e-8,0.0008941349224187434,0.9991057515144348
61,22.792804718017578,3,anomaly type 3,1.6711247663447892e-10,1.0185318188860037e-7,0.0011075224028900266,0.9988923668861389
62,22.512353897094727,3,anomaly type 3,2.1993380727725054e-10,1.3353439953789348e-7,0.0013634044444188476,0.9986364245414734
63,22.237693786621094,3,anomaly type 3,2.8669763785238445e-10,1.7357670856199547e-7,0.0016612970503047109,0.9983384609222412
