Epoch,Loss,PredLabelIndex,PredLabelName,Prob_NoAnomaly,Prob_AnomalyType1,Prob_AnomalyType2,Prob_AnomalyType3
1,12.077462196350098,3,anomaly type 3,6.448035492212512e-6,0.0006869031931273639,0.0023704636842012405,0.9969362020492554
2,11.951735496520996,3,anomaly type 3,7.309839020308573e-6,0.0007391689578071237,0.002657252596691251,0.9965962767601013
3,11.826289176940918,3,anomaly type 3,8.285400326712988e-6,0.0007945304387249053,0.0029800389893352985,0.9962171912193298
4,11.70101547241211,3,anomaly type 3,9.39308029046515e-6,0.0008522997377440333,0.0033471896313130856,0.9957910776138306
5,11.57553768157959,3,anomaly type 3,1.0633497367962264e-5,0.0009135552681982517,0.00375459436327219,0.9953212141990662
6,11.451501846313477,3,anomaly type 3,1.1998383342870511e-5,0.0009717950015328825,0.004103122279047966,0.9949131011962891
7,11.33073902130127,3,anomaly type 3,1.3453174688038416e-5,0.0010330668883398175,0.004463987424969673,0.9944894313812256
8,11.21629524230957,3,anomaly type 3,1.5107651051948778e-5,0.0011001527309417725,0.004859576001763344,0.9940251708030701
9,11.100309371948242,3,anomaly type 3,1.695656101219356e-5,0.0011709387181326747,0.005288437474519014,0.9935235977172852
10,10.984855651855469,3,anomaly type 3,1.8991733668372035e-5,0.0012453196104615927,0.005739680491387844,0.9929960370063782
11,10.871506690979004,3,anomaly type 3,2.1241614376776852e-5,0.001323600416071713,0.0062234834767878056,0.992431640625
12,10.75954818725586,3,anomaly type 3,2.3673810574109666e-5,0.001407645526342094,0.006716839503496885,0.9918518662452698
13,10.651141166687012,3,anomaly type 3,2.627636604302097e-5,0.0014979962725192308,0.007224447559565306,0.9912512898445129
14,10.54684066772461,3,anomaly type 3,2.9170567358960398e-5,0.0015962065663188696,0.007765861693769693,0.990608811378479
15,10.442350387573242,3,anomaly type 3,3.239485886297189e-5,0.0017009805887937546,0.008352629840373993,0.9899139404296875
16,10.33751106262207,3,anomaly type 3,3.596860187826678e-5,0.0018124273046851158,0.008982439525425434,0.9891692399978638
17,10.232864379882812,3,anomaly type 3,3.9921967982081696e-5,0.0019312867661938071,0.009658252820372581,0.9883705377578735
18,10.128583908081055,3,anomaly type 3,4.430712215253152e-5,0.0020586047321558,0.010388529859483242,0.9875085949897766
19,10.024365425109863,3,anomaly type 3,4.9279184167971835e-5,0.002197536174207926,0.011209673248231411,0.9865434765815735
20,9.918008804321289,3,anomaly type 3,5.4813604947412387e-5,0.0023458439391106367,0.01209220103919506,0.9855071306228638
21,9.811572074890137,3,anomaly type 3,6.09336857451126e-5,0.0025047510862350464,0.01303800381720066,0.9843963384628296
22,9.705724716186523,3,anomaly type 3,6.779503746656701e-5,0.0026822485961019993,0.014056477695703506,0.9831935167312622
23,9.599021911621094,3,anomaly type 3,7.546606502728537e-5,0.0028926990926265717,0.015107867307960987,0.9819239974021912
24,9.491827011108398,3,anomaly type 3,8.351065480383113e-5,0.0031217022333294153,0.01610199734568596,0.9806928038597107
25,9.390536308288574,3,anomaly type 3,9.244259854312986e-5,0.0033652971033006907,0.017153533175587654,0.9793886542320251
26,9.288922309875488,3,anomaly type 3,0.00010236340312985703,0.003630477236583829,0.01832485757768154,0.9779422879219055
27,9.186981201171875,3,anomaly type 3,0.00011352870205882937,0.0039132158271968365,0.019651204347610474,0.9763220548629761
28,9.083455085754395,3,anomaly type 3,0.00012578495079651475,0.004210500977933407,0.021064579486846924,0.9745991826057434
29,8.980937004089355,3,anomaly type 3,0.0001392744161421433,0.004531447310000658,0.02255842462182045,0.9727708697319031
30,8.879064559936523,3,anomaly type 3,0.0001543348771519959,0.004888941999524832,0.02416517771780491,0.9707915782928467
31,8.776385307312012,3,anomaly type 3,0.00017101237608585507,0.005272872280329466,0.025880930945277214,0.9686751961708069
32,8.673774719238281,3,anomaly type 3,0.00018953168182633817,0.005682457238435745,0.027734840288758278,0.9663931727409363
33,8.570954322814941,3,anomaly type 3,0.0002097719261655584,0.006121525075286627,0.029680248349905014,0.9639884233474731
34,8.469490051269531,3,anomaly type 3,0.0002323468215763569,0.006601196713745594,0.03177966922521591,0.9613867402076721
35,8.367279052734375,3,anomaly type 3,0.0002565849863458425,0.007100023794919252,0.0339631624519825,0.9586802124977112
36,8.268051147460938,3,anomaly type 3,0.0002826113486662507,0.007609610445797443,0.036122895777225494,0.955984890460968
37,8.171438217163086,3,anomaly type 3,0.00031145664979703724,0.008142763748764992,0.03839791193604469,0.9531478881835938
38,8.074250221252441,3,anomaly type 3,0.00034297801903449,0.008712166920304298,0.04077087715268135,0.9501739740371704
39,7.97784423828125,3,anomaly type 3,0.0003774213546421379,0.009308289736509323,0.04328819736838341,0.9470260143280029
40,7.882148265838623,3,anomaly type 3,0.00041468243580311537,0.009938427247107029,0.04588792473077774,0.9437589645385742
41,7.787997722625732,3,anomaly type 3,0.00045554025564342737,0.010611085221171379,0.048610102385282516,0.9403232932090759
42,7.694026470184326,3,anomaly type 3,0.0005006775027140975,0.011340765282511711,0.0515357181429863,0.9366228580474854
43,7.59954833984375,3,anomaly type 3,0.0005523680010810494,0.012155499309301376,0.054790813475847244,0.9325012564659119
44,7.501296043395996,3,anomaly type 3,0.0006088684312999249,0.01303317490965128,0.05827498808503151,0.9280830025672913
45,7.4039082527160645,3,anomaly type 3,0.0006702575483359396,0.013927126303315163,0.06200139597058296,0.9234012365341187
46,7.3078484535217285,3,anomaly type 3,0.0007372373947873712,0.014875381253659725,0.0659012645483017,0.9184861183166504
47,7.2126007080078125,3,anomaly type 3,0.0008098531397990882,0.015846600756049156,0.06992796808481216,0.9134156107902527
48,7.11865758895874,3,anomaly type 3,0.0008893320336937904,0.016860032454133034,0.07413309067487717,0.9081175923347473
49,7.0250396728515625,3,anomaly type 3,0.0009759468375705183,0.0179347675293684,0.07847943156957626,0.9026098847389221
50,6.932102203369141,3,anomaly type 3,0.001069654361344874,0.019055554643273354,0.08302134275436401,0.896853506565094
