Epoch,Loss,PredLabelIndex,PredLabelName,Prob_NoAnomaly,Prob_AnomalyType1,Prob_AnomalyType2,Prob_AnomalyType3
1,22.917034149169922,2,anomaly type 2,1.2941971105906447e-10,9.6724310418711e-13,0.9999991655349731,8.019944175430282e-7
2,22.767959594726562,2,anomaly type 2,1.4985512830634207e-10,1.1004750713125566e-12,0.9999991655349731,8.890155527296884e-7
3,22.62135124206543,2,anomaly type 2,1.729443532827446e-10,1.2483150364089868e-12,0.9999990463256836,9.830346243688837e-7
4,22.478050231933594,2,anomaly type 2,1.9893967029283033e-10,1.4118657415060354e-12,0.999998927116394,1.0839821698027663e-6
5,22.33802032470703,2,anomaly type 2,2.283897237997934e-10,1.5941570979949304e-12,0.9999988079071045,1.1936066357520758e-6
6,22.199968338012695,2,anomaly type 2,2.6167235045448933e-10,1.796866800317376e-12,0.9999986886978149,1.3123076314514037e-6
7,22.063928604125977,2,anomaly type 2,2.993308934051697e-10,2.022206837745677e-12,0.9999985694885254,1.4410335325010237e-6
8,21.929471969604492,2,anomaly type 2,3.4219363453935614e-10,2.2745822152864248e-12,0.9999984502792358,1.5817389567018836e-6
9,21.795644760131836,2,anomaly type 2,3.905841761131512e-10,2.554324373543748e-12,0.9999982118606567,1.7338021507384838e-6
10,21.66337776184082,2,anomaly type 2,4.44717124237215e-10,2.8621536564410466e-12,0.9999980926513672,1.8970617929880973e-6
11,21.53358268737793,2,anomaly type 2,5.064801911203176e-10,3.2076429186400635e-12,0.9999979734420776,2.076169494102942e-6
12,21.403535842895508,2,anomaly type 2,5.753518217410658e-10,3.5868020793056177e-12,0.9999977350234985,2.267905301778228e-6
13,21.276039123535156,2,anomaly type 2,6.54117426890366e-10,4.0137103710091715e-12,0.9999974966049194,2.4789030703686876e-6
14,21.147733688354492,2,anomaly type 2,7.428848647350605e-10,4.483701604440782e-12,0.9999972581863403,2.7031171612179605e-6
15,21.020479202270508,2,anomaly type 2,8.433768128313091e-10,5.004067039210414e-12,0.9999970197677612,2.945523647213122e-6
16,20.89360809326172,2,anomaly type 2,9.563418945646163e-10,5.576659793671279e-12,0.9999967813491821,3.206633664376568e-6
17,20.767906188964844,2,anomaly type 2,1.0842725606252657e-9,6.215471280018869e-12,0.999996542930603,3.4905799566331552e-6
18,20.642356872558594,2,anomaly type 2,1.2275216398904831e-9,6.9202616727326305e-12,0.9999961853027344,3.79535231331829e-6
19,20.518268585205078,2,anomaly type 2,1.3899348338952677e-9,7.705293000870306e-12,0.9999958276748657,4.1261450860474724e-6
20,20.39400863647461,2,anomaly type 2,1.5709965550669835e-9,8.566787036701218e-12,0.9999954700469971,4.480398729356239e-6
21,20.271554946899414,2,anomaly type 2,1.773630575740981e-9,9.51595746645495e-12,0.9999951124191284,4.861078650719719e-6
22,20.150238037109375,2,anomaly type 2,1.9975490150869746e-9,1.0545102117898164e-11,0.9999947547912598,5.264716037345352e-6
23,20.03134536743164,2,anomaly type 2,2.2464563542712312e-9,1.1668507306217268e-11,0.9999942779541016,5.695635081792716e-6
24,19.913911819458008,2,anomaly type 2,2.524495723577047e-9,1.290405976517306e-11,0.9999938011169434,6.158505584608065e-6
25,19.797224044799805,2,anomaly type 2,2.8284969921799075e-9,1.4229969633183792e-11,0.9999933242797852,6.644687800871907e-6
26,19.68351936340332,2,anomaly type 2,3.1688709434263274e-9,1.5687300417011052e-11,0.999992847442627,7.167514922912233e-6
