iteration,chain,true_state_scenario,cost_model,cost_hybrid,cost_manual
5028,1,lack_of_penetration,933.3639912192367,1027.386263655378,600
5028,1,cracking,862.4192218311342,948.6112898698301,800
5028,1,porosity,381.7318351463173,355.19529977373793,300
5029,1,no_anomaly,48.538238105349244,15.66140355566877,100
5029,1,lack_of_penetration,629.1763221108124,721.1279154770747,600
5029,1,cracking,782.512194428055,876.8140995472268,800
5029,1,porosity,360.76977762671777,326.7449937387841,300
5030,1,no_anomaly,28.05016599188254,18.27694888372088,100
5030,1,lack_of_penetration,557.5386922846203,646.4148000269618,600
5030,1,cracking,1077.7050134995106,1155.1305614442354,800
5030,1,porosity,369.4761774757284,347.6289918387339,300
5031,1,no_anomaly,44.770570240291576,14.031415699920188,100
5031,1,lack_of_penetration,531.419558617594,618.5097223770437,600
5031,1,cracking,792.3280301657755,884.4721376795198,800
5031,1,porosity,345.41120099388337,322.9343449939977,300
5032,1,no_anomaly,38.57922061104452,10.568757719368506,100
5032,1,lack_of_penetration,522.7526176236821,610.72959171894,600
5032,1,cracking,767.7408169968198,863.5557818685517,800
5032,1,porosity,340.0420278810603,305.8464441029947,300
5033,1,no_anomaly,39.04189841322854,10.577495155466949,100
5033,1,lack_of_penetration,525.1091809240897,608.0477858659137,600
5033,1,cracking,781.6653972023905,876.9456813652997,800
5033,1,porosity,348.12610317996473,325.10451267579606,300
5034,1,no_anomaly,30.848151856886794,8.535085489909926,100
5034,1,lack_of_penetration,565.3388165164857,614.5792806588714,600
5034,1,cracking,752.3752228641926,848.6758884554949,800
5034,1,porosity,343.8862168843237,325.60254458940005,300
5035,1,no_anomaly,29.647827694453902,16.278019457681797,100
5035,1,lack_of_penetration,813.9836099909946,903.3660709019321,600
5035,1,cracking,810.3662298099738,904.597724997982,800
5035,1,porosity,398.7620164174625,359.5064234580882,300
5036,1,no_anomaly,43.477931815119696,13.671874330305116,100
5036,1,lack_of_penetration,612.296674377442,709.4880712544408,600
5036,1,cracking,909.3199873201983,994.5245206392551,800
5036,1,porosity,461.70913404427813,432.7186747059525,300
5037,1,no_anomaly,30.635904414052554,18.652469057989155,100
5037,1,lack_of_penetration,629.1178616348027,701.8466897344015,600
5037,1,cracking,877.5024816858506,969.2699809348128,800
5037,1,porosity,282.80671467668293,269.9205023263341,300
5038,1,no_anomaly,34.785570387016264,17.177095283818385,100
5038,1,lack_of_penetration,667.673368967056,751.3546774886623,600
5038,1,cracking,918.0876474114962,1008.8230662933931,800
5038,1,porosity,273.6706326818078,260.976093893819,300
5039,1,no_anomaly,24.497472099437854,15.086418342543716,100
5039,1,lack_of_penetration,879.9419502495621,957.3544117957055,600
5039,1,cracking,902.8389854611758,994.4334491659813,800
5039,1,porosity,379.3688207248143,363.1341609320807,300
5040,1,no_anomaly,17.299336228371047,10.293689032548732,100
5040,1,lack_of_penetration,553.836492323362,640.1710847323217,600
5040,1,cracking,803.6387971715292,895.9950127854216,800
5040,1,porosity,315.6344090650289,291.9605691453328,300
5041,1,no_anomaly,71.47796109580278,24.180608966623446,100
5041,1,lack_of_penetration,907.0812269522885,992.4952812353255,600
5041,1,cracking,1048.4403382939167,1133.2613961944085,800
5041,1,porosity,415.05616320678007,380.0970202733927,300
5042,1,no_anomaly,29.633096337558857,18.337173637950674,100
5042,1,lack_of_penetration,625.1698879195471,691.7700543081218,600
5042,1,cracking,798.2074090853384,893.654824673599,800
5042,1,porosity,418.2576411699392,364.59048428732797,300
5043,1,no_anomaly,36.56233217482548,14.725886557175897,100
5043,1,lack_of_penetration,511.8248305292529,610.291224576147,600
5043,1,cracking,952.9727138284733,1029.3414390747978,800
5043,1,porosity,405.33017519962925,380.4359461252884,300
5044,1,no_anomaly,32.345344570972586,24.337848698421826,100
5044,1,lack_of_penetration,732.8504977567027,829.9355202223062,600
5044,1,cracking,904.2028630902589,998.8638045684135,800
5044,1,porosity,303.8301590220879,288.88355293089785,300
5045,1,no_anomaly,41.804371044080156,22.069835163973355,100
5045,1,lack_of_penetration,637.0046279156306,731.0477686400061,600
5045,1,cracking,885.8973506439037,977.1406034109134,800
5045,1,porosity,387.22643152668144,325.4413976874958,300
5046,1,no_anomaly,31.51255756683664,12.491897235353832,100
5046,1,lack_of_penetration,692.7529449054329,766.2494037414718,600
5046,1,cracking,919.5447741468311,1007.1728077996498,800
5046,1,porosity,308.7305889135814,297.67722059968776,300
5047,1,no_anomaly,38.931526189723726,20.502367035566618,100
5047,1,lack_of_penetration,565.9912222297139,658.6926044737769,600
5047,1,cracking,823.1313233069299,912.3366749497651,800
5047,1,porosity,433.3945407918227,383.6368852925127,300
5048,1,no_anomaly,34.67592247523777,13.134746385572068,100
5048,1,lack_of_penetration,743.9671861493213,819.7776919860459,600
5048,1,cracking,1003.0126483844185,1087.6856590540303,800
5048,1,porosity,286.4015873250962,273.3795596146581,300
5049,1,no_anomaly,43.70656406627628,18.54468963249871,100
5049,1,lack_of_penetration,561.738451607041,657.0929578396705,600
5049,1,cracking,792.5910977410289,879.5176625760353,800
5049,1,porosity,385.81774057250846,329.57985461821215,300
5050,1,no_anomaly,44.67839455304497,24.319261354107766,100
5050,1,lack_of_penetration,578.5302270525348,674.82396132702,600
5050,1,cracking,833.9578978791315,925.8158905004169,800
5050,1,porosity,421.5049299152823,364.12936201387055,300
5051,1,no_anomaly,25.582882237838373,12.348150735350657,100
5051,1,lack_of_penetration,559.7995067355245,649.3589801032982,600
5051,1,cracking,850.44802428952,938.1236517633783,800
5051,1,porosity,395.27940084630666,359.82461541290417,300
5052,1,no_anomaly,50.76492874172598,19.414186255315244,100
5052,1,lack_of_penetration,525.106942477193,605.7174916839374,600
5052,1,cracking,859.1715660636455,952.2484926603952,800
5052,1,porosity,338.15710003107745,315.7906109590094,300
5053,1,no_anomaly,54.51053172539891,21.025642842842934,100
5053,1,lack_of_penetration,513.3156021238376,603.220183705793,600
5053,1,cracking,948.9219812422947,1034.4797839623857,800
5053,1,porosity,333.5140441035345,318.6410270055852,300
5054,1,no_anomaly,90.53975110303452,29.171956318893237,100
5054,1,lack_of_penetration,537.9432313854611,610.13603628432,600
5054,1,cracking,869.5862164248242,958.6545968330947,800
5054,1,porosity,361.6896984484085,296.39430629742276,300
5055,1,no_anomaly,7.719457952826423,5.9414597473587305,100
5055,1,lack_of_penetration,624.2295803703664,715.786596239345,600
5055,1,cracking,891.3277022315677,977.7455677487793,800
5055,1,porosity,394.2720083599078,385.6345602153106,300
5056,1,no_anomaly,27.41353362606953,11.051723373936127,100
5056,1,lack_of_penetration,658.3073636686725,743.683528068832,600
5056,1,cracking,797.7115844085315,892.2241237989741,800
5056,1,porosity,313.4983042494819,289.1733820451991,300
5057,1,no_anomaly,51.214520052432285,24.036706919491667,100
5057,1,lack_of_penetration,538.8977163844771,619.414898595352,600
5057,1,cracking,1089.0546111317594,1168.096431336662,800
5057,1,porosity,406.3756912023977,371.0587942020604,300
5058,1,no_anomaly,19.5934734439283,8.487653998299102,100
5058,1,lack_of_penetration,892.1714198005757,982.6594301128775,600
5058,1,cracking,765.162407026444,861.027121382419,800
5058,1,porosity,331.66277701282434,316.73855585204876,300
5059,1,no_anomaly,32.94444449156585,16.46763395584046,100
5059,1,lack_of_penetration,539.5953072948596,621.7008766839203,600
5059,1,cracking,1024.4968493721908,1105.3683410559709,800
5059,1,porosity,370.6132781836302,339.81681913044787,300
5060,1,no_anomaly,29.325726576643454,12.437999021301138,100
5060,1,lack_of_penetration,781.1775126673566,870.3442044588273,600
5060,1,cracking,806.9491100596259,899.6947976089402,800
5060,1,porosity,319.21574341770395,301.55168923446956,300
5061,1,no_anomaly,32.46664312634687,22.67309024115816,100
5061,1,lack_of_penetration,557.2956317463218,654.1692942918952,600
5061,1,cracking,839.016363267518,926.394739637988,800
5061,1,porosity,375.19536002429686,353.9898305695756,300
5062,1,no_anomaly,18.524482951649546,10.248197976342095,100
5062,1,lack_of_penetration,716.7799612802281,805.132956671944,600
5062,1,cracking,746.4157434746986,844.0227470857199,800
5062,1,porosity,379.462986537994,341.8667683759212,300
5063,1,no_anomaly,67.23960355411052,24.681258107177662,100
5063,1,lack_of_penetration,580.9448328231184,662.7464033911892,600
5063,1,cracking,753.8189436689685,842.4669878918075,800
5063,1,porosity,348.3889283927101,327.00346948270027,300
5064,1,no_anomaly,13.150528235625178,10.04507428856106,100
5064,1,lack_of_penetration,687.548759978405,776.2232707522843,600
5064,1,cracking,1022.634516743348,1112.9424704080993,800
5064,1,porosity,339.66350354075473,300.2434800535832,300
5065,1,no_anomaly,33.426397497884885,15.461239592062938,100
5065,1,lack_of_penetration,612.4093646204442,705.0589055890435,600
5065,1,cracking,833.0279587321962,924.0038885530886,800
5065,1,porosity,303.10290636952465,281.2295533218397,300
5066,1,no_anomaly,16.122284153096135,11.895771673102432,100
5066,1,lack_of_penetration,721.729344880134,778.7588159817327,600
5066,1,cracking,959.9126203183118,1040.6241310939251,800
5066,1,porosity,303.7723134053068,268.84658262070855,300
5067,1,no_anomaly,19.61083142876318,16.877029788547098,100
5067,1,lack_of_penetration,1015.5901157102561,1091.624868088263,600
5067,1,cracking,910.2697668724855,986.9141602151254,800
5067,1,porosity,475.9911188996972,446.61126514234667,300
5068,1,no_anomaly,16.2204674445069,11.780017440301359,100
5068,1,lack_of_penetration,727.1843138498111,803.8410741089872,600
5068,1,cracking,919.8507398184025,1003.8007444857607,800
5068,1,porosity,433.086269182625,386.31686285250885,300
5069,1,no_anomaly,32.62208374198724,26.722108495045944,100
5069,1,lack_of_penetration,608.7217323628377,701.6710411043999,600
5069,1,cracking,804.0657402622633,893.6192038802094,800
5069,1,porosity,304.50353873332267,292.4566924044199,300
5070,1,no_anomaly,41.643712035123976,9.293076064907995,100
5070,1,lack_of_penetration,673.4089867876714,765.6625557699957,600
5070,1,cracking,899.7733637453912,989.286954059409,800
5070,1,porosity,416.7115322887209,399.4617690100614,300
5071,1,no_anomaly,54.32635881363382,11.570255676149209,100
5071,1,lack_of_penetration,756.7435314465972,846.67947304244,600
5071,1,cracking,863.6472392046678,953.9162351892264,800
5071,1,porosity,368.591704782217,348.21581868272494,300
5072,1,no_anomaly,72.93173651611144,13.332522948386986,100
5072,1,lack_of_penetration,856.9105782276644,945.89304395672,600
5072,1,cracking,917.8654159525793,1007.3685197017846,800
5072,1,porosity,367.5681321276145,344.8580439547932,300
5073,1,no_anomaly,21.83750157172455,19.35337322296543,100
5073,1,lack_of_penetration,655.0634724518055,748.0992755882065,600
5073,1,cracking,925.4317922682503,999.8290797027682,800
5073,1,porosity,359.90520684337486,351.4848680880833,300
5074,1,no_anomaly,30.783377672790984,15.975762597025234,100
5074,1,lack_of_penetration,615.8201048988499,713.9164684525344,600
5074,1,cracking,925.0461914977284,1011.8679287952327,800
5074,1,porosity,398.10375618707565,310.37041056226843,300
5075,1,no_anomaly,30.783377672790984,15.975762597025234,100
5075,1,lack_of_penetration,615.8201048988499,713.9164684525344,600
5075,1,cracking,925.0461914977284,1011.8679287952327,800
5075,1,porosity,398.10375618707565,310.37041056226843,300
5076,1,no_anomaly,30.783377672790984,15.975762597025234,100
5076,1,lack_of_penetration,615.8201048988499,713.9164684525344,600
5076,1,cracking,925.0461914977284,1011.8679287952327,800
5076,1,porosity,398.10375618707565,310.37041056226843,300
5077,1,no_anomaly,27.99818943022414,18.293583418670938,100
5077,1,lack_of_penetration,574.7859504527086,672.3902982835167,600
5077,1,cracking,923.9123506680725,1011.3644623109777,800
5077,1,porosity,380.01638145534935,320.6798848283363,300
5078,1,no_anomaly,36.30868206156735,21.276993987574414,100
5078,1,lack_of_penetration,543.6544559772165,640.4496341292728,600
5078,1,cracking,880.1864501852277,973.9746062636765,800
5078,1,porosity,362.7598002554929,354.4317181407271,300
5079,1,no_anomaly,31.5522923513724,13.146965212622135,100
5079,1,lack_of_penetration,739.4516180813087,817.6061217963868,600
5079,1,cracking,811.931633963902,906.3119532909518,800
5079,1,porosity,408.94800485414953,352.8382000342274,300
5080,1,no_anomaly,49.511314047338686,16.255509185019477,100
5080,1,lack_of_penetration,610.8289263284049,707.0022373734525,600
5080,1,cracking,1029.475155090995,1117.6854835566417,800
5080,1,porosity,307.12818717217556,289.9053147856352,300
5081,1,no_anomaly,13.68827489482302,7.929007331711519,100
5081,1,lack_of_penetration,697.6113915248536,780.1584876113938,600
5081,1,cracking,876.7333506035975,965.422767172443,800
5081,1,porosity,395.1782409174142,347.1881803351523,300
5082,1,no_anomaly,31.990228536313435,15.970384754499412,100
5082,1,lack_of_penetration,646.7393425222455,736.0340556108923,600
5082,1,cracking,964.7790699814065,1048.0890672525022,800
5082,1,porosity,323.28275622428407,305.79538424711245,300
5083,1,no_anomaly,27.687572269245898,10.444828253091801,100
5083,1,lack_of_penetration,777.713654370879,841.5111283310329,600
5083,1,cracking,752.5842231191948,836.6939811161435,800
5083,1,porosity,369.44136290701067,342.1523042794372,300
5084,1,no_anomaly,38.6624584462911,21.98848933083612,100
5084,1,lack_of_penetration,564.6556957732173,660.1883641603265,600
5084,1,cracking,1134.569960147218,1218.5822634317997,800
5084,1,porosity,354.18031257488275,326.55311393296927,300
5085,1,no_anomaly,32.272605201453715,11.100261408211644,100
5085,1,lack_of_penetration,766.320715956298,836.9767391409471,600
5085,1,cracking,766.7773081814489,861.1557681651282,800
5085,1,porosity,369.13257065904645,346.68127644073104,300
5086,1,no_anomaly,48.11024817990145,25.755169015488903,100
5086,1,lack_of_penetration,739.4573097017233,829.7184689062306,600
5086,1,cracking,963.387502006142,1054.0688121183043,800
5086,1,porosity,364.45818209087105,324.0128184235522,300
5087,1,no_anomaly,25.633489089442744,10.818832133188538,100
5087,1,lack_of_penetration,601.4452394899814,681.9297900863999,600
5087,1,cracking,852.2252327931775,940.7267966097683,800
5087,1,porosity,370.91712817680155,353.4562664132825,300
5088,1,no_anomaly,16.672572415333647,10.124586239614812,100
5088,1,lack_of_penetration,527.9796807615269,610.7230364358218,600
5088,1,cracking,871.041963848759,954.8900922196954,800
5088,1,porosity,339.3101377505535,315.12402000456825,300
5089,1,no_anomaly,40.99968383785199,18.73851640891657,100
5089,1,lack_of_penetration,529.8450244290962,627.1663556524477,600
5089,1,cracking,1024.6981446776515,1112.5468261680126,800
5089,1,porosity,367.13860435209966,343.5505652910467,300
5090,1,no_anomaly,41.12527030460482,18.67783711604937,100
5090,1,lack_of_penetration,832.6304890319515,897.4885803444292,600
5090,1,cracking,798.2227269507574,884.6243538903447,800
5090,1,porosity,397.15092646817993,360.6017492792882,300
5091,1,no_anomaly,23.748896113510604,10.119035328420743,100
5091,1,lack_of_penetration,513.8118030663175,608.9593339712756,600
5091,1,cracking,769.9293654636198,862.9120985223512,800
5091,1,porosity,441.42258193870384,414.1717036633713,300
5092,1,no_anomaly,53.441316576480446,22.943748263715378,100
5092,1,lack_of_penetration,649.4277351799736,713.1375060479771,600
5092,1,cracking,1107.3942543007843,1193.0093464894144,800
5092,1,porosity,285.5406492809858,272.9602320815993,300
5093,1,no_anomaly,19.4822011868315,8.957946547522125,100
5093,1,lack_of_penetration,673.1713484228183,768.1174514761404,600
5093,1,cracking,778.5237963543109,869.5742022710864,800
5093,1,porosity,407.0607314136041,370.33600306422045,300
5094,1,no_anomaly,23.144123109346875,6.524122240390395,100
5094,1,lack_of_penetration,746.5506656553584,826.8483616575312,600
5094,1,cracking,922.5445824006781,1010.9157658823558,800
5094,1,porosity,417.42119203125435,394.6672595005139,300
5095,1,no_anomaly,47.55691876321837,36.00552718356581,100
5095,1,lack_of_penetration,581.8156766036312,672.5848989959246,600
5095,1,cracking,809.7192281283549,902.2312612563803,800
5095,1,porosity,314.2430510598865,302.93420486366296,300
5096,1,no_anomaly,47.400362645595344,25.068070010148862,100
5096,1,lack_of_penetration,552.9458259866044,649.2509986542431,600
5096,1,cracking,787.2993885119351,883.1894616197741,800
5096,1,porosity,379.361411890864,328.21970589006,300
5097,1,no_anomaly,74.49928121275144,22.748756638055188,100
5097,1,lack_of_penetration,772.9402083327849,868.4386550715585,600
5097,1,cracking,843.441791873696,934.4701314410541,800
5097,1,porosity,435.0003142600764,396.8559958906605,300
5098,1,no_anomaly,18.264509047692755,11.21816422574428,100
5098,1,lack_of_penetration,569.443486669355,652.7571389483674,600
5098,1,cracking,977.4246253146983,1058.8225534901937,800
5098,1,porosity,326.91564159642815,306.2186833387119,300
5099,1,no_anomaly,40.881706247022926,16.456848262552988,100
5099,1,lack_of_penetration,584.9238329415078,677.6387020450488,600
5099,1,cracking,873.3275283253283,964.4501531348355,800
5099,1,porosity,384.76041012307644,332.9150801385322,300
5100,1,no_anomaly,49.262119945657076,20.652261835927067,100
5100,1,lack_of_penetration,791.2930105608539,847.9917441129235,600
5100,1,cracking,865.9929109424841,957.8889780639187,800
5100,1,porosity,360.8905043891152,347.7995173646385,300
5101,1,no_anomaly,47.70290512705537,15.591962500415828,100
5101,1,lack_of_penetration,600.210902102407,692.5925923890666,600
5101,1,cracking,982.4571240187033,1068.212250797142,800
5101,1,porosity,458.1227589869111,406.93574217885606,300
5102,1,no_anomaly,47.70290512705537,15.591962500415828,100
5102,1,lack_of_penetration,600.210902102407,692.5925923890666,600
5102,1,cracking,982.4571240187033,1068.212250797142,800
5102,1,porosity,458.1227589869111,406.93574217885606,300
5103,1,no_anomaly,40.23153475831407,19.840153834442813,100
5103,1,lack_of_penetration,1114.1052382695586,1203.7878010158136,600
5103,1,cracking,1028.2647447186466,1113.5574871886538,800
5103,1,porosity,334.6266642011976,313.47123216391105,300
5104,1,no_anomaly,22.224134180454108,11.322376788737962,100
5104,1,lack_of_penetration,925.2589737544365,998.5528414141393,600
5104,1,cracking,937.9562850445133,1020.3834991692722,800
5104,1,porosity,482.3335531606683,468.0713069768933,300
5105,1,no_anomaly,51.384668406939916,19.846842462962133,100
5105,1,lack_of_penetration,520.7932177138465,616.5437609328092,600
5105,1,cracking,860.9528938315066,948.7587433524222,800
5105,1,porosity,273.97132064484236,250.77312675589496,300
5106,1,no_anomaly,20.689566951521627,12.493004113306107,100
5106,1,lack_of_penetration,522.2703970325385,616.183871633165,600
5106,1,cracking,797.5795339752107,887.1458985779586,800
5106,1,porosity,525.5690605962407,486.79234521430874,300
5107,1,no_anomaly,38.993216041209806,21.926757138094693,100
5107,1,lack_of_penetration,610.3399450423071,684.540058323801,600
5107,1,cracking,1019.1127307113668,1105.1351645683123,800
5107,1,porosity,263.8186969129938,244.4174085194648,300
5108,1,no_anomaly,50.784894843732,20.18029392832775,100
5108,1,lack_of_penetration,551.9527845194444,649.4180258981704,600
5108,1,cracking,760.5615176412267,849.9034827184058,800
5108,1,porosity,359.5089783796757,303.94498902544524,300
5109,1,no_anomaly,18.905533638020003,12.515688503978023,100
5109,1,lack_of_penetration,608.7188063601222,698.7534680330443,600
5109,1,cracking,1171.6363858143602,1258.58522538482,800
5109,1,porosity,405.73687004967644,396.98481531973766,300
5110,1,no_anomaly,24.606305054922096,16.107310502483568,100
5110,1,lack_of_penetration,741.569527293794,818.4718773800149,600
5110,1,cracking,769.2556014139408,858.459365269972,800
5110,1,porosity,331.8843349959898,301.19671434923407,300
5111,1,no_anomaly,15.915554235562242,11.646329555327322,100
5111,1,lack_of_penetration,753.0220800700012,839.9935414862962,600
5111,1,cracking,736.939627818859,833.4723101008206,800
5111,1,porosity,335.71369580942604,303.5012470549233,300
5112,1,no_anomaly,43.388051759920444,16.419096369451033,100
5112,1,lack_of_penetration,547.5561253941705,643.3039679782948,600
5112,1,cracking,909.4641173816942,994.3419548331158,800
5112,1,porosity,396.3364285584077,382.0582094003693,300
5113,1,no_anomaly,28.46010885705095,10.312275632362773,100
5113,1,lack_of_penetration,556.5884842975667,639.541249872268,600
5113,1,cracking,1003.9951796892783,1085.3360222290244,800
5113,1,porosity,319.93493652653456,308.41658000104235,300
5114,1,no_anomaly,25.940799809061726,12.768912186290642,100
5114,1,lack_of_penetration,515.7779007111789,604.4796926430033,600
5114,1,cracking,881.1241477514554,963.36169653553,800
5114,1,porosity,420.4630095732655,392.33831858535586,300
5115,1,no_anomaly,48.34418826447957,19.050985461096438,100
5115,1,lack_of_penetration,541.8865647951279,631.6043553961567,600
5115,1,cracking,929.7320785102726,1017.7619719432286,800
5115,1,porosity,297.752843985935,273.34811006886616,300
5116,1,no_anomaly,24.17486047959624,16.94913979831256,100
5116,1,lack_of_penetration,904.2207693301676,993.3468317863153,600
5116,1,cracking,901.603291743899,971.4424338001086,800
5116,1,porosity,346.62476364029754,291.7301018689028,300
5117,1,no_anomaly,53.28838243866127,22.20302408359324,100
5117,1,lack_of_penetration,555.9790665292636,645.7568934286841,600
5117,1,cracking,756.9425700936835,853.0955291281028,800
5117,1,porosity,315.96265020022065,301.8382558966306,300
5118,1,no_anomaly,22.63547322827289,10.427913638769652,100
5118,1,lack_of_penetration,609.6096545926904,702.6756785728097,600
5118,1,cracking,1042.4086261702691,1130.6921362832938,800
5118,1,porosity,386.9004449924828,366.03191672054913,300
5119,1,no_anomaly,53.33461515244853,14.030973149987961,100
5119,1,lack_of_penetration,551.3027003353164,645.9052223240967,600
5119,1,cracking,972.02813886014,1037.2002034948546,800
5119,1,porosity,322.8584757519634,307.0330409622985,300
5120,1,no_anomaly,39.95406234762563,13.887534175277723,100
5120,1,lack_of_penetration,535.6320788608283,627.7409344161238,600
5120,1,cracking,915.6563604077292,999.8165948228897,800
