iteration,chain,true_state_scenario,cost_model,cost_manual,lowest_cost
6248,1,no_anomaly,0.7739466130864514,10,0.7739466130864514
6248,1,lack_of_penetration,111.0653075052661,110,110.0
6248,1,cracking,70.91872178102953,60,60.0
6248,1,porosity,46.93862406721349,40,40.0
6249,1,no_anomaly,0.9973176760415459,10,0.9973176760415459
6249,1,lack_of_penetration,110.37893823518668,110,110.0
6249,1,cracking,103.00822484938928,60,60.0
6249,1,porosity,48.24517247270367,40,40.0
6250,1,no_anomaly,1.059189496009283,10,1.059189496009283
6250,1,lack_of_penetration,110.23113702884223,110,110.0
6250,1,cracking,91.0724051786207,60,60.0
6250,1,porosity,49.43050533762239,40,40.0
6251,1,no_anomaly,0.9272661354361078,10,0.9272661354361078
6251,1,lack_of_penetration,155.2833083529788,110,110.0
6251,1,cracking,90.31438328420242,60,60.0
6251,1,porosity,80.94548275400254,40,40.0
6252,1,no_anomaly,0.653912814329024,10,0.653912814329024
6252,1,lack_of_penetration,113.44746220439575,110,110.0
6252,1,cracking,126.35127482899048,60,60.0
6252,1,porosity,67.07810542624634,40,40.0
6253,1,no_anomaly,1.4165752419607858,10,1.4165752419607858
6253,1,lack_of_penetration,149.84335631542982,110,110.0
6253,1,cracking,84.50259778301586,60,60.0
6253,1,porosity,64.52647031383253,40,40.0
6254,1,no_anomaly,1.0129009916601994,10,1.0129009916601994
6254,1,lack_of_penetration,139.4200150671787,110,110.0
6254,1,cracking,96.57898092598842,60,60.0
6254,1,porosity,64.15722189833883,40,40.0
6255,1,no_anomaly,0.6098588567580809,10,0.6098588567580809
6255,1,lack_of_penetration,123.8526082434434,110,110.0
6255,1,cracking,117.53117518547106,60,60.0
6255,1,porosity,78.0440007602818,40,40.0
6256,1,no_anomaly,1.1951809123982793,10,1.1951809123982793
6256,1,lack_of_penetration,129.27602478349257,110,110.0
6256,1,cracking,77.87121693055012,60,60.0
6256,1,porosity,56.657557280555054,40,40.0
6257,1,no_anomaly,0.9060897266953638,10,0.9060897266953638
6257,1,lack_of_penetration,110.9683064359388,110,110.0
6257,1,cracking,138.53638718934926,60,60.0
6257,1,porosity,80.51783791641542,40,40.0
6258,1,no_anomaly,1.1967458046013169,10,1.1967458046013169
6258,1,lack_of_penetration,167.048918250656,110,110.0
6258,1,cracking,80.09973788252113,60,60.0
6258,1,porosity,57.21131062147108,40,40.0
6259,1,no_anomaly,1.2031861251966836,10,1.2031861251966836
6259,1,lack_of_penetration,111.81734913425956,110,110.0
6259,1,cracking,95.31382428244191,60,60.0
6259,1,porosity,60.1299985478022,40,40.0
6260,1,no_anomaly,0.7011943140233812,10,0.7011943140233812
6260,1,lack_of_penetration,158.58162712189161,110,110.0
6260,1,cracking,110.81120220748346,60,60.0
6260,1,porosity,78.00915618329975,40,40.0
6261,1,no_anomaly,0.4836092926219848,10,0.4836092926219848
6261,1,lack_of_penetration,112.80207174883635,110,110.0
6261,1,cracking,94.26927108618193,60,60.0
6261,1,porosity,66.00274803856061,40,40.0
6262,1,no_anomaly,0.47752956829141935,10,0.47752956829141935
6262,1,lack_of_penetration,115.98302225278093,110,110.0
6262,1,cracking,73.20199055964804,60,60.0
6262,1,porosity,64.85999377308295,40,40.0
6263,1,no_anomaly,1.915618487674986,10,1.915618487674986
6263,1,lack_of_penetration,123.0244409422323,110,110.0
6263,1,cracking,111.7523720939421,60,60.0
6263,1,porosity,60.49187068473162,40,40.0
6264,1,no_anomaly,1.4610110985217284,10,1.4610110985217284
6264,1,lack_of_penetration,117.00404184334973,110,110.0
6264,1,cracking,74.07241801890858,60,60.0
6264,1,porosity,82.8080209615174,40,40.0
6265,1,no_anomaly,0.626225533922129,10,0.626225533922129
6265,1,lack_of_penetration,137.56234790940624,110,110.0
6265,1,cracking,139.58801603281785,60,60.0
6265,1,porosity,53.7370630531363,40,40.0
6266,1,no_anomaly,1.0264304032705673,10,1.0264304032705673
6266,1,lack_of_penetration,114.24418266709283,110,110.0
6266,1,cracking,93.71636000256679,60,60.0
6266,1,porosity,73.9321004166319,40,40.0
6267,1,no_anomaly,1.1035794636522667,10,1.1035794636522667
6267,1,lack_of_penetration,123.21822601179448,110,110.0
6267,1,cracking,119.09560923213638,60,60.0
6267,1,porosity,65.05272124623647,40,40.0
6268,1,no_anomaly,1.115303424214874,10,1.115303424214874
6268,1,lack_of_penetration,112.75021122124221,110,110.0
6268,1,cracking,82.70313203793191,60,60.0
6268,1,porosity,60.82719060160717,40,40.0
6269,1,no_anomaly,1.3485066360966336,10,1.3485066360966336
6269,1,lack_of_penetration,110.7805776444477,110,110.0
6269,1,cracking,100.16535353834989,60,60.0
6269,1,porosity,54.28779097536067,40,40.0
6270,1,no_anomaly,0.8617327284963272,10,0.8617327284963272
6270,1,lack_of_penetration,111.96587714439357,110,110.0
6270,1,cracking,96.37162655144172,60,60.0
6270,1,porosity,85.38200889308207,40,40.0
6271,1,no_anomaly,0.8467360908834987,10,0.8467360908834987
6271,1,lack_of_penetration,113.3225434709646,110,110.0
6271,1,cracking,86.16008598271861,60,60.0
6271,1,porosity,55.715543913072366,40,40.0
6272,1,no_anomaly,1.263568872137406,10,1.263568872137406
6272,1,lack_of_penetration,135.72426230225344,110,110.0
6272,1,cracking,121.6012025403594,60,60.0
6272,1,porosity,74.55770850334254,40,40.0
6273,1,no_anomaly,0.8511389647854584,10,0.8511389647854584
6273,1,lack_of_penetration,126.68949760268482,110,110.0
6273,1,cracking,77.8160503134418,60,60.0
6273,1,porosity,65.1777565039501,40,40.0
6274,1,no_anomaly,1.2707332070425803,10,1.2707332070425803
6274,1,lack_of_penetration,119.60016877442546,110,110.0
6274,1,cracking,142.52633740393628,60,60.0
6274,1,porosity,64.75056350959171,40,40.0
6275,1,no_anomaly,1.0810826751544567,10,1.0810826751544567
6275,1,lack_of_penetration,147.33003176597657,110,110.0
6275,1,cracking,117.71234943248913,60,60.0
6275,1,porosity,70.09916349438205,40,40.0
6276,1,no_anomaly,1.0810826751544567,10,1.0810826751544567
6276,1,lack_of_penetration,147.33003176597657,110,110.0
6276,1,cracking,117.71234943248913,60,60.0
6276,1,porosity,70.09916349438205,40,40.0
6277,1,no_anomaly,0.8068920369481003,10,0.8068920369481003
6277,1,lack_of_penetration,115.06331890566585,110,110.0
6277,1,cracking,67.78745208784218,60,60.0
6277,1,porosity,63.76539343520287,40,40.0
6278,1,no_anomaly,1.2590159865104,10,1.2590159865104
6278,1,lack_of_penetration,122.63600685873007,110,110.0
6278,1,cracking,65.25925281369557,60,60.0
6278,1,porosity,66.6668820358376,40,40.0
6279,1,no_anomaly,0.7382857496864748,10,0.7382857496864748
6279,1,lack_of_penetration,130.33310355543685,110,110.0
6279,1,cracking,184.2954257620612,60,60.0
6279,1,porosity,65.34326526372897,40,40.0
6280,1,no_anomaly,0.9994241014340233,10,0.9994241014340233
6280,1,lack_of_penetration,113.07970307232092,110,110.0
6280,1,cracking,68.70274375047337,60,60.0
6280,1,porosity,69.08092109040149,40,40.0
6281,1,no_anomaly,1.2541733238136865,10,1.2541733238136865
6281,1,lack_of_penetration,111.78226200860765,110,110.0
6281,1,cracking,149.53181975577303,60,60.0
6281,1,porosity,48.745608676725766,40,40.0
6282,1,no_anomaly,1.213441814357895,10,1.213441814357895
6282,1,lack_of_penetration,120.53361064524191,110,110.0
6282,1,cracking,80.0774957511256,60,60.0
6282,1,porosity,57.57772231169473,40,40.0
6283,1,no_anomaly,1.277316976747599,10,1.277316976747599
6283,1,lack_of_penetration,122.3507563138651,110,110.0
6283,1,cracking,73.74922266334964,60,60.0
6283,1,porosity,62.49566624507807,40,40.0
6284,1,no_anomaly,0.7952015174799065,10,0.7952015174799065
6284,1,lack_of_penetration,125.6803674195512,110,110.0
6284,1,cracking,131.51686475070457,60,60.0
6284,1,porosity,70.09093600269185,40,40.0
6285,1,no_anomaly,1.447218045500197,10,1.447218045500197
6285,1,lack_of_penetration,132.60726687695194,110,110.0
6285,1,cracking,87.2291596449839,60,60.0
6285,1,porosity,58.355721800209096,40,40.0
6286,1,no_anomaly,0.7176858151775634,10,0.7176858151775634
6286,1,lack_of_penetration,116.5646612963572,110,110.0
6286,1,cracking,102.62234820081969,60,60.0
6286,1,porosity,57.88445363287009,40,40.0
6287,1,no_anomaly,1.1188249358629143,10,1.1188249358629143
6287,1,lack_of_penetration,116.0782119887608,110,110.0
6287,1,cracking,69.08832174475646,60,60.0
6287,1,porosity,55.79038720565387,40,40.0
6288,1,no_anomaly,1.1147651945942172,10,1.1147651945942172
6288,1,lack_of_penetration,141.67267132977716,110,110.0
6288,1,cracking,86.57632579341637,60,60.0
6288,1,porosity,77.01486985092764,40,40.0
6289,1,no_anomaly,0.8935794862713065,10,0.8935794862713065
6289,1,lack_of_penetration,115.95171676209493,110,110.0
6289,1,cracking,144.750118050963,60,60.0
6289,1,porosity,67.21592094605799,40,40.0
6290,1,no_anomaly,0.6356028248027856,10,0.6356028248027856
6290,1,lack_of_penetration,131.4377227238379,110,110.0
6290,1,cracking,132.999269495764,60,60.0
6290,1,porosity,67.51856025769683,40,40.0
6291,1,no_anomaly,1.487198267371267,10,1.487198267371267
6291,1,lack_of_penetration,118.54050365644468,110,110.0
6291,1,cracking,79.27438086987459,60,60.0
6291,1,porosity,68.25044648783005,40,40.0
6292,1,no_anomaly,0.6048746095679114,10,0.6048746095679114
6292,1,lack_of_penetration,111.51910826432838,110,110.0
6292,1,cracking,103.69933986263678,60,60.0
6292,1,porosity,57.98451753070683,40,40.0
6293,1,no_anomaly,1.5933829765721297,10,1.5933829765721297
6293,1,lack_of_penetration,114.442473807025,110,110.0
6293,1,cracking,91.51736359085217,60,60.0
6293,1,porosity,62.812962607181404,40,40.0
6294,1,no_anomaly,0.552288727506951,10,0.552288727506951
6294,1,lack_of_penetration,117.71137491533015,110,110.0
6294,1,cracking,114.49891876705033,60,60.0
6294,1,porosity,68.61106498752378,40,40.0
6295,1,no_anomaly,0.5037061136252807,10,0.5037061136252807
6295,1,lack_of_penetration,131.5823766815917,110,110.0
6295,1,cracking,103.53517266657255,60,60.0
6295,1,porosity,77.03070721408952,40,40.0
6296,1,no_anomaly,1.518702867036451,10,1.518702867036451
6296,1,lack_of_penetration,117.31207486519749,110,110.0
6296,1,cracking,96.51418162764642,60,60.0
6296,1,porosity,60.79321587048453,40,40.0
6297,1,no_anomaly,0.7086972928824564,10,0.7086972928824564
6297,1,lack_of_penetration,124.80388570429899,110,110.0
6297,1,cracking,102.38007282342846,60,60.0
6297,1,porosity,71.25122490477119,40,40.0
6298,1,no_anomaly,1.3316556663402768,10,1.3316556663402768
6298,1,lack_of_penetration,124.15226553037527,110,110.0
6298,1,cracking,99.31729641990269,60,60.0
6298,1,porosity,56.933779076136204,40,40.0
6299,1,no_anomaly,1.3654947983742383,10,1.3654947983742383
6299,1,lack_of_penetration,135.29884036931125,110,110.0
6299,1,cracking,70.00006918289111,60,60.0
6299,1,porosity,57.19010954148954,40,40.0
6300,1,no_anomaly,0.6856774085203132,10,0.6856774085203132
6300,1,lack_of_penetration,116.61853378553165,110,110.0
6300,1,cracking,141.9093016512784,60,60.0
6300,1,porosity,79.46351890091825,40,40.0
6301,1,no_anomaly,1.042228134828329,10,1.042228134828329
6301,1,lack_of_penetration,140.742509304333,110,110.0
6301,1,cracking,97.37772617226312,60,60.0
6301,1,porosity,64.47262214573593,40,40.0
6302,1,no_anomaly,1.1267550213655964,10,1.1267550213655964
6302,1,lack_of_penetration,113.91457662112539,110,110.0
6302,1,cracking,116.85596519039956,60,60.0
6302,1,porosity,68.93074380154276,40,40.0
6303,1,no_anomaly,0.944072698366295,10,0.944072698366295
6303,1,lack_of_penetration,134.22427596005141,110,110.0
6303,1,cracking,96.53994097822383,60,60.0
6303,1,porosity,62.424939871978964,40,40.0
6304,1,no_anomaly,1.4461376646558899,10,1.4461376646558899
6304,1,lack_of_penetration,118.56291516053552,110,110.0
6304,1,cracking,91.03822752453398,60,60.0
6304,1,porosity,49.96793271910074,40,40.0
6305,1,no_anomaly,0.636225325007651,10,0.636225325007651
6305,1,lack_of_penetration,115.49490170847184,110,110.0
6305,1,cracking,92.3330851407707,60,60.0
6305,1,porosity,89.05032648897648,40,40.0
6306,1,no_anomaly,1.5632644058016187,10,1.5632644058016187
6306,1,lack_of_penetration,138.96339232207043,110,110.0
6306,1,cracking,114.6462928602972,60,60.0
6306,1,porosity,49.01346655042667,40,40.0
6307,1,no_anomaly,0.8213915914698111,10,0.8213915914698111
6307,1,lack_of_penetration,115.65733493314744,110,110.0
6307,1,cracking,106.29120214244726,60,60.0
6307,1,porosity,85.15778193412783,40,40.0
6308,1,no_anomaly,1.1625825563646475,10,1.1625825563646475
6308,1,lack_of_penetration,123.00788262335513,110,110.0
6308,1,cracking,75.30713773252762,60,60.0
6308,1,porosity,52.62276567989446,40,40.0
6309,1,no_anomaly,0.7815687344575295,10,0.7815687344575295
6309,1,lack_of_penetration,121.17849957841398,110,110.0
6309,1,cracking,124.67060139472619,60,60.0
6309,1,porosity,90.23952927731413,40,40.0
6310,1,no_anomaly,1.4040996960334096,10,1.4040996960334096
6310,1,lack_of_penetration,120.00435736644692,110,110.0
6310,1,cracking,101.04921757568076,60,60.0
6310,1,porosity,65.89981430921691,40,40.0
6311,1,no_anomaly,0.78084682045094,10,0.78084682045094
6311,1,lack_of_penetration,134.46284528887463,110,110.0
6311,1,cracking,102.47962166272076,60,60.0
6311,1,porosity,64.3032404204706,40,40.0
6312,1,no_anomaly,0.9051619359776408,10,0.9051619359776408
6312,1,lack_of_penetration,127.84903543252742,110,110.0
6312,1,cracking,90.8396556813029,60,60.0
6312,1,porosity,57.76044650071406,40,40.0
6313,1,no_anomaly,0.8661558730872954,10,0.8661558730872954
6313,1,lack_of_penetration,122.28717169821344,110,110.0
6313,1,cracking,122.33865228391628,60,60.0
6313,1,porosity,62.10779686045068,40,40.0
6314,1,no_anomaly,0.6431751855790546,10,0.6431751855790546
6314,1,lack_of_penetration,117.893881483569,110,110.0
6314,1,cracking,91.99787081435153,60,60.0
6314,1,porosity,58.35434231542377,40,40.0
6315,1,no_anomaly,0.6431751855790546,10,0.6431751855790546
6315,1,lack_of_penetration,117.893881483569,110,110.0
6315,1,cracking,91.99787081435153,60,60.0
6315,1,porosity,58.35434231542377,40,40.0
6316,1,no_anomaly,0.9737351852958132,10,0.9737351852958132
6316,1,lack_of_penetration,116.69382085027593,110,110.0
6316,1,cracking,102.40604016869875,60,60.0
6316,1,porosity,71.12079179171701,40,40.0
6317,1,no_anomaly,1.002897040815457,10,1.002897040815457
6317,1,lack_of_penetration,146.39222672680356,110,110.0
6317,1,cracking,115.34424679592178,60,60.0
6317,1,porosity,71.90506063900341,40,40.0
6318,1,no_anomaly,0.8102611219375533,10,0.8102611219375533
6318,1,lack_of_penetration,113.47064217177585,110,110.0
6318,1,cracking,68.32872540290181,60,60.0
6318,1,porosity,60.43475043927389,40,40.0
6319,1,no_anomaly,0.9370778214744679,10,0.9370778214744679
6319,1,lack_of_penetration,142.005587364784,110,110.0
6319,1,cracking,136.4511917465535,60,60.0
6319,1,porosity,72.1037846053126,40,40.0
6320,1,no_anomaly,0.9547081967660309,10,0.9547081967660309
6320,1,lack_of_penetration,113.93917276794856,110,110.0
6320,1,cracking,78.78168299659109,60,60.0
6320,1,porosity,60.793508203478396,40,40.0
6321,1,no_anomaly,0.9004022376651144,10,0.9004022376651144
6321,1,lack_of_penetration,123.64399019939474,110,110.0
6321,1,cracking,102.38078820493214,60,60.0
6321,1,porosity,69.76011700707463,40,40.0
6322,1,no_anomaly,0.7249083498498177,10,0.7249083498498177
6322,1,lack_of_penetration,136.85127220786688,110,110.0
6322,1,cracking,89.8003463945683,60,60.0
6322,1,porosity,68.33637347421396,40,40.0
6323,1,no_anomaly,1.2997115743742382,10,1.2997115743742382
6323,1,lack_of_penetration,110.75535072810325,110,110.0
6323,1,cracking,106.4435240453715,60,60.0
6323,1,porosity,64.09954244008652,40,40.0
6324,1,no_anomaly,1.3515258137017439,10,1.3515258137017439
6324,1,lack_of_penetration,113.6288051158745,110,110.0
6324,1,cracking,135.21109544868608,60,60.0
6324,1,porosity,71.7656480400938,40,40.0
6325,1,no_anomaly,0.7787904721618322,10,0.7787904721618322
6325,1,lack_of_penetration,113.46738815558626,110,110.0
6325,1,cracking,85.34040622483252,60,60.0
6325,1,porosity,65.58505921707815,40,40.0
6326,1,no_anomaly,1.4815431768523357,10,1.4815431768523357
6326,1,lack_of_penetration,112.69749604349416,110,110.0
6326,1,cracking,131.76044016958923,60,60.0
6326,1,porosity,61.20619668800535,40,40.0
6327,1,no_anomaly,1.9762227907493934,10,1.9762227907493934
6327,1,lack_of_penetration,115.45960183172902,110,110.0
6327,1,cracking,105.93623946332642,60,60.0
6327,1,porosity,75.53997849848338,40,40.0
6328,1,no_anomaly,0.37746191299339205,10,0.37746191299339205
6328,1,lack_of_penetration,111.42181575118812,110,110.0
6328,1,cracking,98.14448294135707,60,60.0
6328,1,porosity,58.17445054161516,40,40.0
6329,1,no_anomaly,0.4111248402659984,10,0.4111248402659984
6329,1,lack_of_penetration,111.14886493212057,110,110.0
6329,1,cracking,95.96892890767046,60,60.0
6329,1,porosity,52.59555581394348,40,40.0
6330,1,no_anomaly,1.167049253775967,10,1.167049253775967
6330,1,lack_of_penetration,113.16346483868212,110,110.0
6330,1,cracking,95.69292472913443,60,60.0
6330,1,porosity,53.59818703188467,40,40.0
6331,1,no_anomaly,0.6209104070182658,10,0.6209104070182658
6331,1,lack_of_penetration,110.14196039238105,110,110.0
6331,1,cracking,87.21783509499718,60,60.0
6331,1,porosity,57.38775938813466,40,40.0
6332,1,no_anomaly,1.4302185255618916,10,1.4302185255618916
6332,1,lack_of_penetration,143.17190098356005,110,110.0
6332,1,cracking,81.90665133412531,60,60.0
6332,1,porosity,72.55881764160213,40,40.0
6333,1,no_anomaly,1.4302185255618916,10,1.4302185255618916
6333,1,lack_of_penetration,143.17190098356005,110,110.0
6333,1,cracking,81.90665133412531,60,60.0
6333,1,porosity,72.55881764160213,40,40.0
6334,1,no_anomaly,0.9268503424258367,10,0.9268503424258367
6334,1,lack_of_penetration,114.12616145311584,110,110.0
6334,1,cracking,91.94718957554615,60,60.0
6334,1,porosity,71.93291163138485,40,40.0
6335,1,no_anomaly,1.1389597465681878,10,1.1389597465681878
6335,1,lack_of_penetration,182.65250380089088,110,110.0
6335,1,cracking,89.94057520917005,60,60.0
6335,1,porosity,79.77998689268242,40,40.0
6336,1,no_anomaly,0.9526430631195715,10,0.9526430631195715
6336,1,lack_of_penetration,110.40647171388646,110,110.0
6336,1,cracking,112.30985317113638,60,60.0
6336,1,porosity,58.168980179884265,40,40.0
6337,1,no_anomaly,0.8774888388847268,10,0.8774888388847268
6337,1,lack_of_penetration,110.90799391148255,110,110.0
6337,1,cracking,200.95769062946664,60,60.0
6337,1,porosity,69.79563153783664,40,40.0
6338,1,no_anomaly,0.5067820654015198,10,0.5067820654015198
6338,1,lack_of_penetration,110.44559139118398,110,110.0
6338,1,cracking,184.946329672028,60,60.0
6338,1,porosity,83.10104443869432,40,40.0
6339,1,no_anomaly,1.782138041028245,10,1.782138041028245
6339,1,lack_of_penetration,198.45295995776578,110,110.0
6339,1,cracking,69.66429998319785,60,60.0
6339,1,porosity,57.45174506980817,40,40.0
6340,1,no_anomaly,0.6923584690016615,10,0.6923584690016615
6340,1,lack_of_penetration,110.95889664994182,110,110.0
6340,1,cracking,70.9563514594221,60,60.0
6340,1,porosity,63.53999693833809,40,40.0
6341,1,no_anomaly,1.4980498428650313,10,1.4980498428650313
6341,1,lack_of_penetration,148.96481164770498,110,110.0
6341,1,cracking,136.12062563842747,60,60.0
6341,1,porosity,64.59779876269266,40,40.0
6342,1,no_anomaly,0.6226724578245713,10,0.6226724578245713
6342,1,lack_of_penetration,114.4489598102142,110,110.0
6342,1,cracking,80.42905680328977,60,60.0
6342,1,porosity,50.57139572081,40,40.0
6343,1,no_anomaly,1.5755575276498246,10,1.5755575276498246
6343,1,lack_of_penetration,120.98925748823036,110,110.0
6343,1,cracking,72.48100970983373,60,60.0
6343,1,porosity,69.96129745504615,40,40.0
6344,1,no_anomaly,0.6518488070325146,10,0.6518488070325146
6344,1,lack_of_penetration,117.59717879101885,110,110.0
6344,1,cracking,101.29695266690183,60,60.0
6344,1,porosity,65.01523320213116,40,40.0
6345,1,no_anomaly,1.5747277218813283,10,1.5747277218813283
6345,1,lack_of_penetration,136.84907413930128,110,110.0
6345,1,cracking,85.1585359493246,60,60.0
6345,1,porosity,66.40156216269509,40,40.0
6346,1,no_anomaly,1.0132505903721656,10,1.0132505903721656
6346,1,lack_of_penetration,116.57718020005018,110,110.0
6346,1,cracking,124.27975798748662,60,60.0
6346,1,porosity,60.955440935955615,40,40.0
6347,1,no_anomaly,1.1289502032062682,10,1.1289502032062682
6347,1,lack_of_penetration,111.32454188573448,110,110.0
6347,1,cracking,84.19716732266214,60,60.0
6347,1,porosity,59.104283053518536,40,40.0
6348,1,no_anomaly,0.9689241641938062,10,0.9689241641938062
6348,1,lack_of_penetration,154.6931987344729,110,110.0
6348,1,cracking,93.60529209472054,60,60.0
6348,1,porosity,79.64639520968205,40,40.0
6349,1,no_anomaly,0.8516052174794764,10,0.8516052174794764
6349,1,lack_of_penetration,127.08671985739865,110,110.0
6349,1,cracking,99.9922914361573,60,60.0
6349,1,porosity,70.67101540651686,40,40.0
6350,1,no_anomaly,0.7867272819973936,10,0.7867272819973936
6350,1,lack_of_penetration,137.5077624646732,110,110.0
6350,1,cracking,98.36304236895215,60,60.0
6350,1,porosity,63.85058017912424,40,40.0
6351,1,no_anomaly,0.8792464772532849,10,0.8792464772532849
6351,1,lack_of_penetration,128.15566731398926,110,110.0
6351,1,cracking,106.02903673687,60,60.0
6351,1,porosity,62.98805907657655,40,40.0
6352,1,no_anomaly,1.0052940186860437,10,1.0052940186860437
6352,1,lack_of_penetration,114.93560101417232,110,110.0
6352,1,cracking,96.1610261235553,60,60.0
6352,1,porosity,66.42530140047444,40,40.0
6353,1,no_anomaly,1.0052940186860437,10,1.0052940186860437
6353,1,lack_of_penetration,114.93560101417232,110,110.0
6353,1,cracking,96.1610261235553,60,60.0
6353,1,porosity,66.42530140047444,40,40.0
6354,1,no_anomaly,1.1440976433132577,10,1.1440976433132577
6354,1,lack_of_penetration,139.14481665782068,110,110.0
6354,1,cracking,90.26339715459733,60,60.0
6354,1,porosity,58.25497229171905,40,40.0
6355,1,no_anomaly,0.9541885740202094,10,0.9541885740202094
6355,1,lack_of_penetration,110.17536814895543,110,110.0
6355,1,cracking,110.6145663290385,60,60.0
6355,1,porosity,67.65341930028976,40,40.0
6356,1,no_anomaly,0.8618710401546226,10,0.8618710401546226
6356,1,lack_of_penetration,112.99359028569634,110,110.0
6356,1,cracking,95.48137634215732,60,60.0
6356,1,porosity,63.54183828610655,40,40.0
6357,1,no_anomaly,0.9914330912895097,10,0.9914330912895097
6357,1,lack_of_penetration,114.07158140042723,110,110.0
6357,1,cracking,104.37425288980154,60,60.0
6357,1,porosity,67.62285408964567,40,40.0
6358,1,no_anomaly,1.011855166615564,10,1.011855166615564
6358,1,lack_of_penetration,110.77926382466723,110,110.0
6358,1,cracking,79.66047825075005,60,60.0
6358,1,porosity,62.69051194011972,40,40.0
6359,1,no_anomaly,1.0194723389210292,10,1.0194723389210292
6359,1,lack_of_penetration,112.31285887935553,110,110.0
6359,1,cracking,81.62062946028739,60,60.0
6359,1,porosity,75.54192391207242,40,40.0
6360,1,no_anomaly,0.7897269981067911,10,0.7897269981067911
6360,1,lack_of_penetration,111.42444147837168,110,110.0
6360,1,cracking,78.16275975152143,60,60.0
6360,1,porosity,77.99416781732637,40,40.0
6361,1,no_anomaly,1.0965345103684443,10,1.0965345103684443
6361,1,lack_of_penetration,147.9389270434907,110,110.0
6361,1,cracking,139.75581940854718,60,60.0
6361,1,porosity,54.94355733793526,40,40.0
6362,1,no_anomaly,0.8145794597631317,10,0.8145794597631317
6362,1,lack_of_penetration,112.45906005917614,110,110.0
6362,1,cracking,73.47245525423692,60,60.0
6362,1,porosity,69.6151643770378,40,40.0
6363,1,no_anomaly,0.983181101369901,10,0.983181101369901
6363,1,lack_of_penetration,144.92663322536487,110,110.0
6363,1,cracking,135.56689383672096,60,60.0
6363,1,porosity,65.74011276030373,40,40.0
6364,1,no_anomaly,0.8785095104228136,10,0.8785095104228136
6364,1,lack_of_penetration,116.10991467265558,110,110.0
6364,1,cracking,73.99999075117961,60,60.0
6364,1,porosity,54.09692835348524,40,40.0
6365,1,no_anomaly,1.0415826726010968,10,1.0415826726010968
6365,1,lack_of_penetration,133.72719284046505,110,110.0
6365,1,cracking,151.36863054129304,60,60.0
6365,1,porosity,80.38121450674474,40,40.0
6366,1,no_anomaly,0.9414647624894446,10,0.9414647624894446
6366,1,lack_of_penetration,111.62246552978074,110,110.0
6366,1,cracking,74.4709833496367,60,60.0
6366,1,porosity,55.237093608568834,40,40.0
6367,1,no_anomaly,0.713649856270725,10,0.713649856270725
6367,1,lack_of_penetration,110.71443350141391,110,110.0
6367,1,cracking,81.90783402324391,60,60.0
6367,1,porosity,63.50967301440605,40,40.0
6368,1,no_anomaly,1.1713112240713264,10,1.1713112240713264
6368,1,lack_of_penetration,183.7315735276548,110,110.0
6368,1,cracking,118.90797969898605,60,60.0
6368,1,porosity,68.90212411998377,40,40.0
6369,1,no_anomaly,0.677357610771625,10,0.677357610771625
6369,1,lack_of_penetration,110.12340998173723,110,110.0
6369,1,cracking,80.50060807148427,60,60.0
6369,1,porosity,63.613456157867546,40,40.0
6370,1,no_anomaly,0.9847236731139941,10,0.9847236731139941
6370,1,lack_of_penetration,110.2302801485053,110,110.0
6370,1,cracking,73.95507597839,60,60.0
6370,1,porosity,60.288615397385,40,40.0
6371,1,no_anomaly,0.5104081976788599,10,0.5104081976788599
6371,1,lack_of_penetration,114.17368712753536,110,110.0
6371,1,cracking,97.05504606023814,60,60.0
6371,1,porosity,71.9643621332977,40,40.0
6372,1,no_anomaly,1.7548750998865048,10,1.7548750998865048
6372,1,lack_of_penetration,122.26389371953975,110,110.0
6372,1,cracking,75.95493288447817,60,60.0
6372,1,porosity,60.49636486539698,40,40.0
6373,1,no_anomaly,1.2614645377180012,10,1.2614645377180012
6373,1,lack_of_penetration,122.38666959551246,110,110.0
6373,1,cracking,68.90698289382651,60,60.0
6373,1,porosity,61.17649918240757,40,40.0
6374,1,no_anomaly,0.6878550256567628,10,0.6878550256567628
6374,1,lack_of_penetration,110.7316621191194,110,110.0
6374,1,cracking,94.46017820529246,60,60.0
6374,1,porosity,71.25022620268308,40,40.0
6375,1,no_anomaly,0.7136553446332461,10,0.7136553446332461
6375,1,lack_of_penetration,111.23369434612079,110,110.0
6375,1,cracking,83.47062604585287,60,60.0
6375,1,porosity,57.61726419667505,40,40.0
6376,1,no_anomaly,1.5284349224577443,10,1.5284349224577443
6376,1,lack_of_penetration,110.11607465173998,110,110.0
6376,1,cracking,109.50359039733632,60,60.0
6376,1,porosity,65.73213563742087,40,40.0
6377,1,no_anomaly,1.0085034401051796,10,1.0085034401051796
6377,1,lack_of_penetration,110.11015849818044,110,110.0
6377,1,cracking,86.97335477940098,60,60.0
6377,1,porosity,68.92370482136597,40,40.0
6378,1,no_anomaly,1.086217518196928,10,1.086217518196928
6378,1,lack_of_penetration,119.18256347987078,110,110.0
6378,1,cracking,94.99079218808069,60,60.0
6378,1,porosity,63.93359743032555,40,40.0
6379,1,no_anomaly,0.9418989598039107,10,0.9418989598039107
6379,1,lack_of_penetration,113.66056726675598,110,110.0
6379,1,cracking,93.89592588777589,60,60.0
6379,1,porosity,63.1105314965836,40,40.0
6380,1,no_anomaly,1.1412109666501513,10,1.1412109666501513
