iteration,chain,true_state_scenario,cost_model,cost_manual,lowest_cost
5038,1,no_anomaly,1.0351906609488304,10,1.0351906609488304
5038,1,lack_of_penetration,124.19540694967296,110,110.0
5038,1,cracking,105.84442515455922,60,60.0
5038,1,porosity,51.656029318643036,40,40.0
5039,1,no_anomaly,0.8454121764337774,10,0.8454121764337774
5039,1,lack_of_penetration,143.61614507529507,110,110.0
5039,1,cracking,103.29534731953866,60,60.0
5039,1,porosity,71.9548652888531,40,40.0
5040,1,no_anomaly,0.5762669014250688,10,0.5762669014250688
5040,1,lack_of_penetration,113.50958071063837,110,110.0
5040,1,cracking,81.24472717744314,60,60.0
5040,1,porosity,57.433550937246075,40,40.0
5041,1,no_anomaly,1.6632742967056935,10,1.6632742967056935
5041,1,lack_of_penetration,147.11491838999257,110,110.0
5041,1,cracking,134.43141731793756,60,60.0
5041,1,porosity,74.45553568755216,40,40.0
5042,1,no_anomaly,1.0447346365860444,10,1.0447346365860444
5042,1,lack_of_penetration,118.13032939705239,110,110.0
5042,1,cracking,80.64209169730623,60,60.0
5042,1,porosity,70.70529814263031,40,40.0
5043,1,no_anomaly,0.9650392275472108,10,0.9650392275472108
5043,1,lack_of_penetration,110.96100000732095,110,110.0
5043,1,cracking,110.4690261153118,60,60.0
5043,1,porosity,75.00495040197387,40,40.0
5044,1,no_anomaly,1.3005655328938337,10,1.3005655328938337
5044,1,lack_of_penetration,131.74173919354428,110,110.0
5044,1,cracking,104.39397651416765,60,60.0
5044,1,porosity,57.071694599994984,40,40.0
5045,1,no_anomaly,1.2862618959103866,10,1.2862618959103866
5045,1,lack_of_penetration,122.35767739500866,110,110.0
5045,1,cracking,99.5882478036589,60,60.0
5045,1,porosity,62.43434782059647,40,40.0
5046,1,no_anomaly,0.7969159014985738,10,0.7969159014985738
5046,1,lack_of_penetration,125.58094612906298,110,110.0
5046,1,cracking,105.6868635943504,60,60.0
5046,1,porosity,59.06097146283543,40,40.0
5047,1,no_anomaly,1.210536227879947,10,1.210536227879947
5047,1,lack_of_penetration,115.52047060367813,110,110.0
5047,1,cracking,84.93691651501933,60,60.0
5047,1,porosity,74.55445103985278,40,40.0
5048,1,no_anomaly,0.840938587980623,10,0.840938587980623
5048,1,lack_of_penetration,130.44017616976726,110,110.0
5048,1,cracking,124.03056793284856,60,60.0
5048,1,porosity,54.12049275816414,40,40.0
5049,1,no_anomaly,1.2055150278155358,10,1.2055150278155358
5049,1,lack_of_penetration,115.38797412413886,110,110.0
5049,1,cracking,77.41082882853559,60,60.0
5049,1,porosity,63.25452199364788,40,40.0
5050,1,no_anomaly,1.4249910557727519,10,1.4249910557727519
5050,1,lack_of_penetration,117.08147055497777,110,110.0
5050,1,cracking,87.8448229703092,60,60.0
5050,1,porosity,70.36434729317386,40,40.0
5051,1,no_anomaly,0.7459072476481066,10,0.7459072476481066
5051,1,lack_of_penetration,114.65947010748347,110,110.0
5051,1,cracking,90.81277357810033,60,60.0
5051,1,porosity,70.43387113333274,40,40.0
5052,1,no_anomaly,1.2622899479961291,10,1.2622899479961291
5052,1,lack_of_penetration,110.36443812599366,110,110.0
5052,1,cracking,93.64104552392615,60,60.0
5052,1,porosity,62.25454628990003,40,40.0
5053,1,no_anomaly,1.3822896699869414,10,1.3822896699869414
5053,1,lack_of_penetration,110.16359391667815,110,110.0
5053,1,cracking,110.96918369727895,60,60.0
5053,1,porosity,63.103392979131414,40,40.0
5054,1,no_anomaly,2.030334774492836,10,2.030334774492836
5054,1,lack_of_penetration,110.83876048533568,110,110.0
5054,1,cracking,94.86247902544146,60,60.0
5054,1,porosity,56.408457915167425,40,40.0
5055,1,no_anomaly,0.3133397684150119,10,0.3133397684150119
5055,1,lack_of_penetration,120.7547785016982,110,110.0
5055,1,cracking,99.68458972829063,60,60.0
5055,1,porosity,76.78004900978452,40,40.0
5056,1,no_anomaly,0.6907041405121117,10,0.6907041405121117
5056,1,lack_of_penetration,123.56940825206739,110,110.0
5056,1,cracking,80.05310731298603,60,60.0
5056,1,porosity,56.977639888006934,40,40.0
5057,1,no_anomaly,1.4569206201534057,10,1.4569206201534057
5057,1,lack_of_penetration,111.68816891752834,110,110.0
5057,1,cracking,142.20819157542445,60,60.0
5057,1,porosity,72.4974687028774,40,40.0
5058,1,no_anomaly,0.5265542336083207,10,0.5265542336083207
5058,1,lack_of_penetration,146.08877059409065,110,110.0
5058,1,cracking,73.33327053593412,60,60.0
5058,1,porosity,62.735964759839455,40,40.0
5059,1,no_anomaly,0.972737576116548,10,0.972737576116548
5059,1,lack_of_penetration,112.03488727933369,110,110.0
5059,1,cracking,127.75842747880594,60,60.0
5059,1,porosity,66.69406478135372,40,40.0
5060,1,no_anomaly,0.787416429785518,10,0.787416429785518
5060,1,lack_of_penetration,135.40638441840684,110,110.0
5060,1,cracking,82.18219035887613,60,60.0
5060,1,porosity,59.46537697698294,40,40.0
5061,1,no_anomaly,1.2314649684414214,10,1.2314649684414214
5061,1,lack_of_penetration,115.01379848863257,110,110.0
5061,1,cracking,87.34956226967307,60,60.0
5061,1,porosity,69.87424882596957,40,40.0
5062,1,no_anomaly,0.5860191781498914,10,0.5860191781498914
5062,1,lack_of_penetration,129.14905043306396,110,110.0
5062,1,cracking,69.84980604272697,60,60.0
5062,1,porosity,66.7178559617895,40,40.0
5063,1,no_anomaly,1.6457983526362008,10,1.6457983526362008
5063,1,lack_of_penetration,115.87094680000531,110,110.0
5063,1,cracking,67.97413298769827,60,60.0
5063,1,porosity,64.5115098343263,40,40.0
5064,1,no_anomaly,0.5328613563045725,10,0.5328613563045725
5064,1,lack_of_penetration,126.4420140807118,110,110.0
5064,1,cracking,130.03064564054145,60,60.0
5064,1,porosity,58.3081895060836,40,40.0
5065,1,no_anomaly,0.9300561891100545,10,0.9300561891100545
5065,1,lack_of_penetration,119.9295117088162,110,110.0
5065,1,cracking,86.9775036903154,60,60.0
5065,1,porosity,55.40162921786133,40,40.0
5066,1,no_anomaly,0.6345316271121215,10,0.6345316271121215
5066,1,lack_of_penetration,126.91930486897209,110,110.0
5066,1,cracking,113.02450498320474,60,60.0
5066,1,porosity,52.440645656544056,40,40.0
5067,1,no_anomaly,0.86979291898722,10,0.86979291898722
5067,1,lack_of_penetration,156.37516298138254,110,110.0
5067,1,cracking,101.60581416163865,60,60.0
5067,1,porosity,88.09067343867669,40,40.0
5068,1,no_anomaly,0.6344559762640201,10,0.6344559762640201
5068,1,lack_of_penetration,129.1578354514129,110,110.0
5068,1,cracking,104.84418096274844,60,60.0
5068,1,porosity,75.30900659065334,40,40.0
5069,1,no_anomaly,1.3991737867103327,10,1.3991737867103327
5069,1,lack_of_penetration,119.55055074025121,110,110.0
5069,1,cracking,80.7942520255509,60,60.0
5069,1,porosity,58.009287875698746,40,40.0
5070,1,no_anomaly,0.7477291158972366,10,0.7477291158972366
5070,1,lack_of_penetration,125.43709399811536,110,110.0
5070,1,cracking,101.95702853287203,60,60.0
5070,1,porosity,79.26086496405544,40,40.0
5071,1,no_anomaly,0.9434051451342884,10,0.9434051451342884
5071,1,lack_of_penetration,133.06956866008034,110,110.0
5071,1,cracking,94.21423094235828,60,60.0
5071,1,porosity,68.8323418782654,40,40.0
5072,1,no_anomaly,1.1716586958120156,10,1.1716586958120156
5072,1,lack_of_penetration,142.6157231545068,110,110.0
5072,1,cracking,106.3363673593359,60,60.0
5072,1,porosity,68.06386556669995,40,40.0
5073,1,no_anomaly,0.9974144265235008,10,0.9974144265235008
5073,1,lack_of_penetration,123.74788324824014,110,110.0
5073,1,cracking,104.51234139314009,60,60.0
5073,1,porosity,69.89434647802581,40,40.0
5074,1,no_anomaly,0.9333443369960714,10,0.9333443369960714
5074,1,lack_of_penetration,120.76269623375175,110,110.0
5074,1,cracking,107.1970927124946,60,60.0
5074,1,porosity,58.73262237077812,40,40.0
5075,1,no_anomaly,0.9333443369960714,10,0.9333443369960714
5075,1,lack_of_penetration,120.76269623375175,110,110.0
5075,1,cracking,107.1970927124946,60,60.0
5075,1,porosity,58.73262237077812,40,40.0
5076,1,no_anomaly,0.9333443369960714,10,0.9333443369960714
5076,1,lack_of_penetration,120.76269623375175,110,110.0
5076,1,cracking,107.1970927124946,60,60.0
5076,1,porosity,58.73262237077812,40,40.0
5077,1,no_anomaly,1.0043945272731614,10,1.0043945272731614
5077,1,lack_of_penetration,116.81193817008457,110,110.0
5077,1,cracking,106.88229542218875,60,60.0
5077,1,porosity,61.80720664922765,40,40.0
5078,1,no_anomaly,1.2024729213093421,10,1.2024729213093421
5078,1,lack_of_penetration,113.63962506943581,110,110.0
5078,1,cracking,98.84711544389602,60,60.0
5078,1,porosity,70.52290598900763,40,40.0
5079,1,no_anomaly,0.8151624897217091,10,0.8151624897217091
5079,1,lack_of_penetration,130.493721203215,110,110.0
5079,1,cracking,83.3348229983595,60,60.0
5079,1,porosity,68.00888081439238,40,40.0
5080,1,no_anomaly,1.1244693289536478,10,1.1244693289536478
5080,1,lack_of_penetration,120.02452355155789,110,110.0
5080,1,cracking,130.9046831876636,60,60.0
5080,1,porosity,57.33912731057963,40,40.0
5081,1,no_anomaly,0.4515361874167878,10,0.4515361874167878
5081,1,lack_of_penetration,126.95496435319153,110,110.0
5081,1,cracking,96.39704197019122,60,60.0
5081,1,porosity,67.26398467183125,40,40.0
5082,1,no_anomaly,0.9499232006517611,10,0.9499232006517611
5082,1,lack_of_penetration,122.86548514610625,110,110.0
5082,1,cracking,115.3672143304116,60,60.0
5082,1,porosity,60.3961837708938,40,40.0
5083,1,no_anomaly,0.6693113664562411,10,0.6693113664562411
5083,1,lack_of_penetration,132.6919837469326,110,110.0
5083,1,cracking,67.6121326771228,60,60.0
5083,1,porosity,67.32066860934351,40,40.0
5084,1,no_anomaly,1.2713235028769942,10,1.2713235028769942
5084,1,lack_of_penetration,115.64123510916075,110,110.0
5084,1,cracking,153.59931762041177,60,60.0
5084,1,porosity,64.03953243587077,40,40.0
5085,1,no_anomaly,0.7449362232494816,10,0.7449362232494816
5085,1,lack_of_penetration,132.19652576522014,110,110.0
5085,1,cracking,73.41316155260215,60,60.0
5085,1,porosity,68.42289828777778,40,40.0
5086,1,no_anomaly,1.5378282064664617,10,1.5378282064664617
5086,1,lack_of_penetration,131.68519537020117,110,110.0
5086,1,cracking,116.77926894361323,60,60.0
5086,1,porosity,63.13085232784802,40,40.0
5087,1,no_anomaly,0.6712394343192662,10,0.6712394343192662
5087,1,lack_of_penetration,117.5050369571004,110,110.0
5087,1,cracking,91.06819288669081,60,60.0
5087,1,porosity,69.88255611889883,40,40.0
5088,1,no_anomaly,0.5711090611248926,10,0.5711090611248926
5088,1,lack_of_penetration,110.87291869325696,110,110.0
5088,1,cracking,93.41159857072556,60,60.0
5088,1,porosity,61.91060847581704,40,40.0
5089,1,no_anomaly,1.1601927842563398,10,1.1601927842563398
5089,1,lack_of_penetration,112.41233939227865,110,110.0
5089,1,cracking,129.89090928627783,60,60.0
5089,1,porosity,67.80562729329229,40,40.0
5090,1,no_anomaly,1.1380530282801615,10,1.1380530282801615
5090,1,lack_of_penetration,138.0322136717281,110,110.0
5090,1,cracking,77.52460662068661,60,60.0
5090,1,porosity,70.46985019469858,40,40.0
5091,1,no_anomaly,0.6374753299171887,10,0.6374753299171887
5091,1,lack_of_penetration,110.65940335477966,110,110.0
5091,1,cracking,74.0118923386281,60,60.0
5091,1,porosity,81.71645085036468,40,40.0
5092,1,no_anomaly,1.431219761384841,10,1.431219761384841
5092,1,lack_of_penetration,120.69207752829249,110,110.0
5092,1,cracking,147.59590562179434,60,60.0
5092,1,porosity,54.12802444240279,40,40.0
5093,1,no_anomaly,0.5458905794182933,10,0.5458905794182933
5093,1,lack_of_penetration,125.69459284512514,110,110.0
5093,1,cracking,75.4436977751067,60,60.0
5093,1,porosity,72.43784589091925,40,40.0
5094,1,no_anomaly,0.4816747513449515,10,0.4816747513449515
5094,1,lack_of_penetration,131.4309189666261,110,110.0
5094,1,cracking,107.17161750921429,60,60.0
5094,1,porosity,78.02516323300654,40,40.0
5095,1,no_anomaly,1.9053387733015503,10,1.9053387733015503
5095,1,lack_of_penetration,116.52144459251474,110,110.0
5095,1,cracking,82.12744003313693,60,60.0
5095,1,porosity,60.16704122403621,40,40.0
5096,1,no_anomaly,1.4462623923719475,10,1.4462623923719475
5096,1,lack_of_penetration,114.48868707112281,110,110.0
5096,1,cracking,78.38171412584997,60,60.0
5096,1,porosity,63.87631627786888,40,40.0
5097,1,no_anomaly,1.626775535210102,10,1.626775535210102
5097,1,lack_of_penetration,135.281662933359,110,110.0
5097,1,cracking,89.85250638388591,60,60.0
5097,1,porosity,77.59045129567023,40,40.0
5098,1,no_anomaly,0.6244124471188406,10,0.6244124471188406
5098,1,lack_of_penetration,114.98940834217304,110,110.0
5098,1,cracking,117.5889999648629,60,60.0
5098,1,porosity,60.470129061729224,40,40.0
5099,1,no_anomaly,1.071276360474146,10,1.071276360474146
5099,1,lack_of_penetration,117.33397724132232,110,110.0
5099,1,cracking,96.57227959564672,60,60.0
5099,1,porosity,64.06082211323887,40,40.0
5100,1,no_anomaly,1.2769547964914152,10,1.2769547964914152
5100,1,lack_of_penetration,133.45760999509767,110,110.0
5100,1,cracking,95.14678772779067,60,60.0
5100,1,porosity,69.0553475694849,40,40.0
5101,1,no_anomaly,1.1086792304964477,10,1.1086792304964477
5101,1,lack_of_penetration,118.15353401793827,110,110.0
5101,1,cracking,119.79351421004105,60,60.0
5101,1,porosity,78.94076119874401,40,40.0
5102,1,no_anomaly,1.1086792304964477,10,1.1086792304964477
5102,1,lack_of_penetration,118.15353401793827,110,110.0
5102,1,cracking,119.79351421004105,60,60.0
5102,1,porosity,78.94076119874401,40,40.0
5103,1,no_anomaly,1.1721746357953622,10,1.1721746357953622
5103,1,lack_of_penetration,167.12705414813536,110,110.0
5103,1,cracking,129.85567086330514,60,60.0
5103,1,porosity,61.670442211396036,40,40.0
5104,1,no_anomaly,0.665818570735558,10,0.665818570735558
5104,1,lack_of_penetration,147.71774028606958,110,110.0
5104,1,cracking,109.10036353895194,60,60.0
5104,1,porosity,92.93302295955877,40,40.0
5105,1,no_anomaly,1.3023610048551049,10,1.3023610048551049
5105,1,lack_of_penetration,111.43596130079209,110,110.0
5105,1,cracking,93.00091954499891,60,60.0
5105,1,porosity,49.308061999687965,40,40.0
5106,1,no_anomaly,0.6991283172766483,10,0.6991283172766483
5106,1,lack_of_penetration,111.43802003733565,110,110.0
5106,1,cracking,79.15432538694586,60,60.0
5106,1,porosity,95.53124800535743,40,40.0
5107,1,no_anomaly,1.2556639150067461,10,1.2556639150067461
5107,1,lack_of_penetration,117.74072449806037,110,110.0
5107,1,cracking,128.20103228610776,60,60.0
5107,1,porosity,48.182310537785824,40,40.0
5108,1,no_anomaly,1.3041223789586376,10,1.3041223789586376
5108,1,lack_of_penetration,114.61358991583066,110,110.0
5108,1,cracking,70.25985015439332,60,60.0
5108,1,porosity,58.2421444631059,40,40.0
5109,1,no_anomaly,0.6847946342617783,10,0.6847946342617783
5109,1,lack_of_penetration,119.06669366296933,110,110.0
5109,1,cracking,162.61125651524546,60,60.0
5109,1,porosity,79.06930430844326,40,40.0
5110,1,no_anomaly,0.8774492426659186,10,0.8774492426659186
5110,1,lack_of_penetration,130.603181391421,110,110.0
5110,1,cracking,71.9609937913421,60,60.0
5110,1,porosity,58.94325996816426,40,40.0
5111,1,no_anomaly,0.6188452506489717,10,0.6188452506489717
5111,1,lack_of_penetration,132.66185327063417,110,110.0
5111,1,cracking,66.95126156591994,60,60.0
5111,1,porosity,59.358753243233735,40,40.0
5112,1,no_anomaly,1.071640858732148,10,1.071640858732148
5112,1,lack_of_penetration,113.86040368955616,110,110.0
5112,1,cracking,103.41479088330166,60,60.0
5112,1,porosity,75.76995364721631,40,40.0
5113,1,no_anomaly,0.6800962699192692,10,0.6800962699192692
5113,1,lack_of_penetration,113.32107705010803,110,110.0
5113,1,cracking,123.7607176333039,60,60.0
5113,1,porosity,61.12958700787949,40,40.0
5114,1,no_anomaly,0.7618147571682576,10,0.7618147571682576
5114,1,lack_of_penetration,110.40109999629546,110,110.0
5114,1,cracking,96.14974284750608,60,60.0
5114,1,porosity,77.17214416734036,40,40.0
5115,1,no_anomaly,1.22513287485149,10,1.22513287485149
5115,1,lack_of_penetration,112.92198153606631,110,110.0
5115,1,cracking,108.56738541733864,60,60.0
5115,1,porosity,53.682124174263365,40,40.0
5116,1,no_anomaly,0.9082201761809694,10,0.9082201761809694
5116,1,lack_of_penetration,146.93141882309524,110,110.0
5116,1,cracking,98.23563518080041,60,60.0
5116,1,porosity,55.863344496782545,40,40.0
5117,1,no_anomaly,1.3720111882745856,10,1.3720111882745856
5117,1,lack_of_penetration,114.25965424578065,110,110.0
5117,1,cracking,71.69258833501756,60,60.0
5117,1,porosity,59.75390530760913,40,40.0
5118,1,no_anomaly,0.6483323106975369,10,0.6483323106975369
5118,1,lack_of_penetration,119.69158023992294,110,110.0
5118,1,cracking,133.9814877162603,60,60.0
5118,1,porosity,72.30146159301027,40,40.0
5119,1,no_anomaly,1.0642132287662143,10,1.0642132287662143
5119,1,lack_of_penetration,114.3220539779797,110,110.0
5119,1,cracking,112.05768814502588,60,60.0
5119,1,porosity,60.760598059537955,40,40.0
5120,1,no_anomaly,0.9233808498876195,10,0.9233808498876195
5120,1,lack_of_penetration,112.14278744909178,110,110.0
5120,1,cracking,104.60086787757044,60,60.0
5120,1,porosity,56.53373737306037,40,40.0
5121,1,no_anomaly,1.0155620417625721,10,1.0155620417625721
5121,1,lack_of_penetration,110.29492204284657,110,110.0
5121,1,cracking,138.12503282407744,60,60.0
5121,1,porosity,68.95952234307221,40,40.0
5122,1,no_anomaly,0.9240988211136825,10,0.9240988211136825
5122,1,lack_of_penetration,110.90479667414269,110,110.0
5122,1,cracking,108.04699387402259,60,60.0
5122,1,porosity,62.23370986915755,40,40.0
5123,1,no_anomaly,1.024841389677733,10,1.024841389677733
5123,1,lack_of_penetration,118.62674567936223,110,110.0
5123,1,cracking,95.05523438562994,60,60.0
5123,1,porosity,69.32913189028056,40,40.0
5124,1,no_anomaly,1.1581614137895413,10,1.1581614137895413
5124,1,lack_of_penetration,115.4890243871022,110,110.0
5124,1,cracking,93.51194898161438,60,60.0
5124,1,porosity,76.99432894741996,40,40.0
5125,1,no_anomaly,0.8509537472660544,10,0.8509537472660544
5125,1,lack_of_penetration,113.82042087944464,110,110.0
5125,1,cracking,91.18763569808763,60,60.0
5125,1,porosity,79.40931703612924,40,40.0
5126,1,no_anomaly,1.127685309594234,10,1.127685309594234
5126,1,lack_of_penetration,124.63768430032617,110,110.0
5126,1,cracking,87.98144423508289,60,60.0
5126,1,porosity,65.55058729985507,40,40.0
5127,1,no_anomaly,0.7623779082488946,10,0.7623779082488946
5127,1,lack_of_penetration,122.51275790576403,110,110.0
5127,1,cracking,101.35765386696141,60,60.0
5127,1,porosity,66.83121057485428,40,40.0
5128,1,no_anomaly,1.2477846307663853,10,1.2477846307663853
5128,1,lack_of_penetration,110.87629489221955,110,110.0
5128,1,cracking,77.42133946396436,60,60.0
5128,1,porosity,64.84592872491461,40,40.0
5129,1,no_anomaly,0.752766293242968,10,0.752766293242968
5129,1,lack_of_penetration,127.29605386904319,110,110.0
5129,1,cracking,125.2997992323553,60,60.0
5129,1,porosity,60.525038617423746,40,40.0
5130,1,no_anomaly,1.085336070709041,10,1.085336070709041
5130,1,lack_of_penetration,121.00423807124238,110,110.0
5130,1,cracking,99.64625305894356,60,60.0
5130,1,porosity,59.637242315333104,40,40.0
5131,1,no_anomaly,1.085336070709041,10,1.085336070709041
5131,1,lack_of_penetration,121.00423807124238,110,110.0
5131,1,cracking,99.64625305894356,60,60.0
5131,1,porosity,59.637242315333104,40,40.0
5132,1,no_anomaly,0.7876046967396011,10,0.7876046967396011
5132,1,lack_of_penetration,111.32643964876823,110,110.0
5132,1,cracking,105.03068506464247,60,60.0
