iteration,chain,Pr(no anomaly | no anomaly),Pr(cracking | no anomaly),Pr(porosity | no anomaly),Pr(lack of penetration | no anomaly),Pr(no anomaly | cracking),Pr(cracking | cracking),Pr(porosity | cracking),Pr(lack of penetration | cracking),Pr(no anomaly | porosity),Pr(cracking | porosity),Pr(porosity | porosity),Pr(lack of penetration | porosity),Pr(no anomaly | lack of penetration),Pr(cracking | lack of penetration),Pr(porosity | lack of penetration),Pr(lack of penetration | lack of penetration)
5021,1,0.8863851775431904,0.009554638430975275,0.07867644772582956,0.02538373630000479,0.05332927520463781,0.9200493814649329,0.016740243097149537,0.009881100233279816,0.18530464366637003,0.04204978293717085,0.7225018921109869,0.0501436812854722,0.00774543573093942,0.005352055063060378,0.011593124802225198,0.975309384403775
5022,1,0.8907531536230934,0.05346439922944682,0.04245253604231535,0.013329911105144476,0.04208928715085711,0.9211305456455527,0.030475690620332077,0.006304476583258056,0.12006251169670118,0.026745736010388196,0.8282596223260782,0.02493212996683236,0.012406731067895662,0.0077166401085603025,0.011194382248833392,0.9686822465747107
5023,1,0.8785311519129058,0.012313049254353545,0.10378915626911468,0.005366642563626067,0.048399602423558445,0.9307506816563375,0.004778608675556961,0.01607110724454719,0.23523790578987508,0.005817488489795851,0.7357989761867043,0.023145629533624756,0.023266582163591322,0.0043766035556286505,0.02259060800548506,0.949766206275295
5024,1,0.8772059104666157,0.015280282689580616,0.0997861297475354,0.007727677096268315,0.049907003117024146,0.9289806393416017,0.012148086770116454,0.00896427077125772,0.21571680400746815,0.0057721788626778235,0.7499872952111285,0.028523721918725542,0.12133684222376337,0.009760983440198528,0.03444943398022039,0.8344527403558177
5025,1,0.9323149104448084,0.024526370181065776,0.030876215298839573,0.012282504075286305,0.030567182980848807,0.9323113331579183,0.018508669266178106,0.018612814595054816,0.11769070660069153,0.023671498961493488,0.8016482537771102,0.05698954066070472,0.00016969007664881762,0.0053597454744754615,0.002601774722892012,0.9918687897259837
5026,1,0.859076823278064,0.0336561784486186,0.07222248288572403,0.035044515387593345,0.03472804294630946,0.9292100585893062,0.03369344943490762,0.002368449029476749,0.18277951882164786,0.016058573051830602,0.7845654460724306,0.016596462054090932,0.0008384208647570677,0.051163278773741515,0.00018133274647532698,0.9478169676150261
5027,1,0.8872360118665222,0.06395134894466366,0.028960818560435864,0.019851820628378203,0.0355264715728088,0.8891515677853062,0.056889241940079,0.01843271870180596,0.23474204695239226,0.014793273350142633,0.7188270067208129,0.03163767297665221,8.745232010985932e-5,0.009180982267862653,0.0006245025038065028,0.990107062908221
5028,1,0.8667595187161667,0.03726247070732897,0.07241910839200599,0.023558902184498187,0.04621210447846404,0.9450826674459712,0.002489173823136742,0.006216054252427994,0.14019456967294833,0.021693693238602593,0.7945443629513655,0.04356737413708356,0.0008727402240275494,0.020033608907588617,0.11619102466304897,0.8629026262053349
5029,1,0.8727216538225813,0.06997179039738387,0.029250859323091977,0.028055696456942836,0.04375431080379772,0.9494102191705244,0.00255043289322439,0.004285037132453429,0.16252583622652184,0.08020520817486244,0.713924089563689,0.04334486603492671,0.0009961481885861375,0.026830904245457712,0.06421581676089617,0.90795713080506
5030,1,0.9440414464022235,0.0044062203543746604,0.04031142654354066,0.011240906699861108,0.053113631479328134,0.8881684572325543,0.014503572125353324,0.04421433916276418,0.26281499600100533,0.010478314192198178,0.7102340974797597,0.016472592327036795,0.008204251026697872,0.049621749851683036,0.0024502629051263627,0.9397237362164927
5031,1,0.9305618872342863,0.01566534694444269,0.04971153210527153,0.004061233715999424,0.025096699730611904,0.9466230641693388,0.023521397819222526,0.004758838280826683,0.18553539627719207,0.03166871710696754,0.7775295776372789,0.005266308978561507,0.03104628043145843,0.012178374965752555,0.0017977526945769009,0.9549775919082121
5032,1,0.8574816640403237,0.03928143194952077,0.07778252712892937,0.025454376881226093,0.061601297219643227,0.9078078136029055,0.009802095656306914,0.020788793521144266,0.1361834477303507,0.0017460179575567712,0.7249110877274271,0.1371594465846655,0.00041255121035035003,0.010565803034873355,0.03747392046475998,0.9515477252900163
5033,1,0.8876191808089415,0.0634757073788983,0.046652999393246054,0.0022521124189140984,0.029365805876007046,0.9526557192829664,0.007710872509896213,0.010267602331130332,0.12784701270980067,0.007964354250438007,0.8320669913242386,0.032121641715522786,0.0015397898137898566,0.023074797290203182,0.014787905103252029,0.9605975077927549
5034,1,0.9231629942823555,0.000927034376549502,0.046135241358725376,0.02977472998236963,0.018079076907530193,0.9336766324077634,0.023134564329187993,0.025109726355518336,0.15316506690137915,0.03465542814081975,0.7719271906922653,0.04025231426553577,0.005968029282334938,0.004428371391048599,0.000859217143500047,0.9887443821831164
5035,1,0.9297567759618051,0.0013480092679060216,0.04696381816827748,0.021931396602011488,0.032064278043107484,0.9082056981975395,0.03247592399616258,0.027254099763190376,0.21280662807594602,0.010993595517322229,0.7664440530963689,0.009755723310362896,0.00445971685840992,0.06803712127216784,0.0015992958470741688,0.9259038660223481
5036,1,0.9045361917258419,0.04721796737720925,0.046351395352400654,0.0018944455445482067,0.06420762032335152,0.9292223777802091,0.0014879304678825818,0.005082071428556878,0.15816526956511287,0.0353002453598139,0.7881610657029232,0.01837341937214998,0.04820661070791708,0.0022550223786432177,0.02139105143003871,0.928147315483401
5037,1,0.872637510115008,0.01719986493699392,0.07751817297523605,0.032644451972762,0.021826476047427476,0.9650495230748937,0.007088050247511214,0.006035950630167597,0.1763288770743573,0.012063054145479011,0.7417433594192353,0.06986470936092837,0.004222041992973028,0.030652035377295838,0.01194296931654152,0.9531829533131896
5038,1,0.8581343187613135,0.010460074924751496,0.10308188841291192,0.02832371790102306,0.03165331850973246,0.9558153518612456,0.008501732058564632,0.004029597570457399,0.19645428134142923,0.02052381017067309,0.7342917580247144,0.0487301504631833,0.00466630583864078,0.030100760245342775,0.011527771324387433,0.953705162591629
5039,1,0.9139947941697834,0.008430794198170617,0.07369444215035346,0.003879969481692558,0.025848391090891584,0.9503254172919828,0.018381530467710135,0.005444661149415442,0.11347736436417712,0.01867151469732999,0.7690303489357478,0.09882077200274508,0.009252568996696756,0.022027781285424926,0.0287155954166622,0.9400040543012161
5040,1,0.8904839901439653,0.012436879727215107,0.06534691774444851,0.03173221238437107,0.023386533271369688,0.9633798502327127,0.008630222774243457,0.004603393721674287,0.19036931951216807,0.014037055643090253,0.7447211776997195,0.05087244714502226,0.008755176468623066,0.006574284555205572,0.018539573663410764,0.9661309653127605
5041,1,0.8568792766058636,0.03140567349934644,0.10037649833236273,0.011338551562427246,0.026299479071564172,0.9648054245065438,0.006838788359234418,0.0020563080626575525,0.10361032451867058,0.05254793129607595,0.7970608216759677,0.04678092250928578,0.0031260117692645108,0.07969288427375124,0.004484553351211987,0.9126965506057723
5042,1,0.8498738669454511,0.04222038731281365,0.1059130393067706,0.0019927064349647416,0.05568183178038767,0.9358392325994898,0.0077818564843722396,0.0006970791357503447,0.11019880156972581,0.006210412795599949,0.8251418299287995,0.05844895570587472,0.006374070211492183,0.008345834891876614,0.0033411486125095287,0.9819389462841217
5043,1,0.874059993683347,0.028630329540900033,0.0951888658897975,0.002120810885955504,0.033454916155786704,0.9537589961527069,0.01219150596071467,0.0005945817307917434,0.10057657792754536,0.05247030090512048,0.7877882282814014,0.05916489288593274,0.005879201813353044,0.0042339552336873995,0.005850341858158174,0.9840365010948013
5044,1,0.9207169928114111,0.021336309185957553,0.05664340781530433,0.0013032901873271108,0.054040952324995326,0.922396430203077,0.000921738397582499,0.0226408790743452,0.2310369429802223,0.0016116843792617372,0.7454026095504975,0.021948763090018475,0.018862727724560126,0.011351981713213753,0.033459560026188724,0.9363257305360374
5045,1,0.8467186033576353,0.02806185161539504,0.12496768490585157,0.0002518601211182192,0.0475716466538251,0.9229774112107414,0.026977916908635966,0.0024730252267975983,0.15924183690563223,0.00640312837525538,0.7733221725213787,0.06103286219773363,0.013827093134430648,0.014897978931200796,0.003162945058134875,0.9681119828762337
5046,1,0.8546010088696508,0.015712279869956713,0.06896125135499935,0.06072545990539313,0.06674185474407933,0.9186062453946386,0.001491854374200004,0.01316004548708205,0.1737263627759393,0.020177356566354103,0.7848764898808708,0.02121979077683578,0.0029290287182125144,0.01442001111697207,0.00784484331633734,0.9748061168484781
5047,1,0.9359792042146765,0.028787230224483228,0.034144066098014854,0.0010894994628253274,0.019889919336458048,0.9615146513342765,0.016523877554710877,0.0020715517745546475,0.1550887432728861,0.03146339677946276,0.738336022277917,0.07511183766973417,0.003714475270835364,0.002595117155319151,0.002030359042644979,0.9916600485312005
5048,1,0.878782558188873,0.012599330814311097,0.07640309799796426,0.032215012998851655,0.06940526150118169,0.9293233732343129,0.00011231041581939153,0.0011590548486860586,0.1566641960200365,0.014948866455678389,0.8196337674712699,0.008753170053015236,0.04767655122091023,0.03896348983075989,0.060064789202854706,0.8532951697454751
5049,1,0.9498064302782738,0.016488367591374,0.03117874078501519,0.002526461345337072,0.015545128930604642,0.9435376173710495,0.03813151340754341,0.002785740290802474,0.1870586215644018,0.02337918096286282,0.6937730403572538,0.09578915711548153,0.002275591371033562,0.003854171597089128,0.001656771308113485,0.9922134657237638
5050,1,0.9310077067613375,0.012883682403972448,0.017994872384213278,0.03811373845047683,0.003483438096781595,0.9813695713364395,0.0027128292145418295,0.012434161352236961,0.19386412427062055,0.0060782442723059365,0.7529903028076387,0.04706732864943486,0.013380908548252886,0.004403316612618788,0.003702264358719073,0.9785135104804092
5051,1,0.8628888825540252,0.032349422858280456,0.10449591615124815,0.0002657784364461513,0.14696450246664988,0.8316923618048053,0.017239345672066416,0.004103790056478318,0.13330049705186095,0.015308555825979436,0.8184068539975637,0.03298409312459594,0.020691952776879997,0.03625452901771281,0.008117863890447994,0.9349356543149592
5052,1,0.8472220238902612,0.036506371147965025,0.11476368572426307,0.001507919237510591,0.017915351156451736,0.9478604525659006,0.006683986688619926,0.02754020958902781,0.08523794355631471,0.012607730560905498,0.8352011666737058,0.06695315920907396,0.008997722090721826,0.0006823698742246338,0.04314118327717536,0.9471787247578782
5053,1,0.9132086917564162,0.032603772403555456,0.05275462013009829,0.0014329157099300938,0.03390703937256371,0.9334916281641088,0.004336595022278311,0.02826473744104918,0.15449314838841677,0.0037186034046478213,0.8228584256526549,0.01892982255428055,0.017621204391231233,0.0009640097711241134,0.013220298975546036,0.9681944868620986
5054,1,0.9365786466168877,0.0170863746214199,0.016005553064105376,0.03032942569758701,0.07358004653880693,0.892073984262047,0.03004883242913152,0.004297136770014642,0.14784811511025833,0.013895248673384932,0.8030711462803485,0.03518548993600823,0.01668765307237078,1.555288832593408e-5,0.016008341807480397,0.9672884522318229
5055,1,0.9562317277593883,0.01806748972401896,0.02470950586454371,0.0009912766520491223,0.018516447917013755,0.9737249219317327,0.002832889107776862,0.00492574104347665,0.17385425395214807,0.06611673154025921,0.7322638542814364,0.027765160226156382,0.01840276714182863,9.083731075496008e-5,0.03334212697432791,0.9481642685730884
5056,1,0.8376196446488968,0.034634007343163305,0.060106659549806096,0.06763968845813373,0.02065975031843804,0.9601771459641638,0.006746928504775588,0.012416175212622615,0.15530180188176626,0.003916181121648883,0.7528866222837926,0.08789539471279229,0.02094530806732764,0.013064614958627669,0.007549453558129545,0.9584406234159152
5057,1,0.8536898938658787,0.0222543029626624,0.11118506555848548,0.012870737612973415,0.052325573258015096,0.9322754703053899,0.010375185238526492,0.005023771198068405,0.1417838667676176,0.002153817001738918,0.7924753162545826,0.06358699997606099,0.022502577611886784,0.017911767220891786,0.013470040846246836,0.9461156143209746
5058,1,0.8981429590319262,0.042085652430011125,0.056071798781036276,0.0036995897570263336,0.04892246933779394,0.898697740488598,0.026538567698043407,0.02584122247556464,0.17816882270987483,0.05921168720669057,0.7484179965334609,0.014201493549973687,0.007419442383302845,0.013960300712380025,0.01972503843459629,0.9588952184697208
5059,1,0.8944802945922282,0.029325796039868863,0.06144027322259502,0.014753636145307891,0.012997426187611547,0.9727811634741522,0.005901534065567439,0.008319876272668725,0.19456064851921154,0.005219562253823044,0.6976631301211648,0.1025566591058007,0.001014915961313459,0.0007846471099395613,0.006987649455287553,0.9912127874734594
5060,1,0.858077080031269,0.04531827081530675,0.07926552233201345,0.01733912682141081,0.06758987915358033,0.8846082260677713,0.011807745558320532,0.03599414922032773,0.05675458945792617,0.019717252486564862,0.9055790837151294,0.017949074340379623,0.00028760915971239075,0.007213220037571563,0.010262408901644347,0.9822367619010717
5061,1,0.8859438753276457,0.027861681141636372,0.07585621741830866,0.01033822611240931,0.050013802391301904,0.9223133669574058,0.008411622713000702,0.019261207938291558,0.09241873800170879,0.01937363252321645,0.8486325428627769,0.039575086612297916,0.0009168302519502854,0.04122085955090277,0.014934451369799045,0.9429278588273479
5062,1,0.9301615217945647,0.0172028065789793,0.04969036381035022,0.002945307816105802,0.050622499735943204,0.920200399469684,0.006896063478680102,0.022281037315692642,0.1447748163907379,0.017581194023986866,0.7649611927100928,0.07268279687518242,0.05408785339081892,0.005787780777033148,0.011407444065138784,0.9287169217670092
5063,1,0.874246409177847,0.03722858004521001,0.06158728586345693,0.026937724913486005,0.019228413321083684,0.946581941753298,0.02946718711714687,0.004722457808471359,0.17810837004321092,0.010257359721523963,0.8013540906762027,0.010280179559062463,0.0020816728090779424,0.03500694287038854,0.00838161233197845,0.954529771988555
5064,1,0.9227458303673869,0.022581773982162427,0.032865587377662375,0.021806808272788247,0.0185564852666864,0.9603316613015122,0.007915299070439938,0.013196554361361468,0.14436184734851248,0.006387190002115937,0.8329735295970777,0.0162774330522939,0.0018591000214002228,0.015606866960131032,0.011515535062058402,0.9710184979564104
5065,1,0.9176471029622092,0.01792091075764064,0.06210583592511338,0.0023261503550366935,0.08208542353933705,0.8730493719872656,0.03633098678609406,0.008534217687303336,0.18615817984907154,0.0430815164887926,0.685252678472272,0.08550762518986388,0.03818052308966587,0.012673967454984603,0.004862591379412415,0.9442829180759371
5066,1,0.9176471029622092,0.01792091075764064,0.06210583592511338,0.0023261503550366935,0.08208542353933705,0.8730493719872656,0.03633098678609406,0.008534217687303336,0.18615817984907154,0.0430815164887926,0.685252678472272,0.08550762518986388,0.03818052308966587,0.012673967454984603,0.004862591379412415,0.9442829180759371
5067,1,0.8782885729152662,0.031077210900612193,0.05307327506148423,0.037560941122637415,0.0171996435436585,0.9651631766943032,0.0029822625158456273,0.014654917246192611,0.15527060230893439,0.007519699543892858,0.82751711822088,0.009692579926292688,0.0035795800057006845,0.018178370764607647,0.03448799352378944,0.9437540557059022
5068,1,0.8458062421975013,0.03271768120614638,0.11546495269731517,0.00601112389903713,0.029867325444435634,0.9535837260568912,0.015490382945429723,0.0010585655532434624,0.16073067925408532,0.026663356570142804,0.8021145720975877,0.01049139207818417,0.011877563074841188,0.030988746004938155,0.015612819599070044,0.9415208713211506
5069,1,0.943552616846404,0.013105007242304593,0.037834139215639134,0.005508236695652258,0.06606917329979456,0.9119779330685371,0.0014278713196008543,0.02052502231206743,0.1635041505773233,0.024380547259628092,0.7381396919683454,0.07397561019470322,0.025372881881596556,0.006936305837437247,0.01882572304481133,0.9488650892361549
5070,1,0.9346918249577447,0.010010349179245958,0.042011597663147944,0.01328622819986136,0.028727428867716762,0.955064396122399,0.009743326788381728,0.006464848221502506,0.29010453386947116,0.03237403004774753,0.6693851448978441,0.008136291184937194,0.021741945447238252,0.017922782424355646,0.022641000758608656,0.9376942713697974
5071,1,0.9298488703267584,0.01876632258387631,0.046320071934747076,0.0050647351546181385,0.046911755710276885,0.8904679927966528,0.003045488659579485,0.059574762833490946,0.10780779828431483,0.011579075421526426,0.7294852607131124,0.1511278655810464,0.011411923529612395,0.008720753311176352,0.0034729348712137053,0.9763943882879975
5072,1,0.9301579018809163,0.00445912932312797,0.04975700303578159,0.015625965760174165,0.032505213134296426,0.9512032614034027,0.014725675929132594,0.0015658495331682953,0.08811005637710363,0.03387346181140935,0.8670100494112866,0.011006432400200494,0.008967562269954538,0.027352450729026933,0.044172612458824936,0.9195073745421936
5073,1,0.9654379364446224,0.00030663917687723344,0.02385188582271989,0.010403538555780467,0.018060778320551165,0.9355093221018876,0.014541609554233153,0.03188829002332805,0.14633386087780567,0.001525517135375492,0.8140714065417393,0.038069215445079574,0.008646286261627771,0.006079120051605637,0.012672997801823314,0.9726015958849433
5074,1,0.9523554805629123,0.0017029165035435925,0.04502856815914285,0.0009130347744013001,0.020997077870687934,0.9206551927974796,0.01395078636329241,0.04439694296854002,0.1380431470132926,0.006165932953018578,0.8369397266061579,0.018851193427530943,0.014079410855997579,0.03977540596358356,0.022767499244163734,0.9233776839362551
5075,1,0.8519901952779554,0.06450044970876258,0.056292872208953265,0.027216482804328757,0.07851954060794115,0.9067876659084113,0.012373506665132202,0.0023192868185153426,0.19358341274484678,0.04660015236274283,0.6811328370886571,0.07868359780375322,0.020894621384185134,0.004843442619808122,0.0017818286488741936,0.9724801073471325
5076,1,0.8519901952779554,0.06450044970876258,0.056292872208953265,0.027216482804328757,0.07851954060794115,0.9067876659084113,0.012373506665132202,0.0023192868185153426,0.19358341274484678,0.04660015236274283,0.6811328370886571,0.07868359780375322,0.020894621384185134,0.004843442619808122,0.0017818286488741936,0.9724801073471325
5077,1,0.8329684544118009,0.0410343206142878,0.09392172257759568,0.032075502396315625,0.02786040675089499,0.9432658771722592,0.014947362186254648,0.013926353890591159,0.22100680333087946,0.01793494177774034,0.7205292698068028,0.04052898508457736,0.01088622187749654,0.006115990220667766,0.025144910431059563,0.9578528774707762
5078,1,0.9312451072214283,0.0208905048955999,0.03716556415261456,0.010698823730357354,0.08381205823731958,0.8919828661565717,0.0024211697427029668,0.021783905863405728,0.12078443764584836,0.01934233217019152,0.7939562889939301,0.06591694119003,0.019980867413176766,0.02207015036021449,0.014643460231965347,0.9433055219946433
5079,1,0.8972144210955042,0.05644048098707373,0.03958797830606754,0.006757119611354501,0.05464215302811056,0.9177982743344252,0.009653824077716287,0.017905748559747914,0.12084438785280305,0.005058591890807445,0.8352755152813292,0.03882150497506032,0.027443086605650306,0.007777839274086499,0.021446662554596232,0.9433324115656669
5080,1,0.9008857433105604,0.012043237767666205,0.06334042519629544,0.023730593725477922,0.056132452945809194,0.9139223116248889,0.022319204253761736,0.007626031175540171,0.20192796274149064,0.024709977775038472,0.7134739903116926,0.05988806917177836,0.01739038614942169,0.017245067092116085,0.02183541124854391,0.9435291355099183
5081,1,0.9118621331166019,0.039616917169246625,0.04237265187748444,0.006148297836667038,0.02107748815990692,0.9482907382176866,0.01235665648224269,0.01827511714016372,0.12495216150572512,0.026154842929569606,0.8181941445762942,0.030698850988410964,0.008622646439500937,0.005267594541231511,0.01670442458899181,0.9694053344302758
5082,1,0.889996309423194,0.013709234440565482,0.09571150863211791,0.0005829475041225773,0.05192516692326389,0.9311650038557354,0.005345416868520408,0.011564412352480291,0.20455123482264062,0.005420889612261646,0.7724273329896167,0.01760054257548105,0.02339112439214029,0.03964527602233843,0.0033755057025527595,0.9335880938829685
5083,1,0.9295519996454894,0.008875584055020253,0.056070307533940426,0.005502108765550018,0.021251413187757855,0.964013719153864,0.002484187734803422,0.012250679923574759,0.07172882290564557,0.008197931664516989,0.8961539815948341,0.023919263835003424,0.015584263637141688,0.000755598567226836,0.024317903450858082,0.9593422343447734
5084,1,0.8869664629698709,0.013348073366912077,0.08570661435203554,0.01397884931118143,0.05680677274041923,0.9189685562939521,0.0014614096872189609,0.022763261278409663,0.11266777879774222,0.02214843960498664,0.8420289327237117,0.023154848873559453,0.021688467488058017,0.0123920201965103,0.015350556819299595,0.9505689554961321
5085,1,0.8961492645718652,0.022072366890737594,0.054459080714714704,0.02731928782268256,0.028767921493841216,0.9514830440872886,0.017969912144026434,0.0017791222748437807,0.18559098048449596,0.048072819181397886,0.7107830286735337,0.05555317166057239,0.010141927275646898,0.0025009081100523904,0.01280875315884594,0.9745484114554548
5086,1,0.8984412095682229,0.01948144613848714,0.0713764079054724,0.01070093638781755,0.03603897983250129,0.9301219897594751,0.005839909431886859,0.02799912097613677,0.15365114338191563,0.0014802245926619087,0.8261491070798802,0.0187195249455423,0.02306470738821265,0.00161172526971528,0.001192650010458705,0.9741309173316134
5087,1,0.9003825724173221,0.027054882375586516,0.06974208851800157,0.002820456689089812,0.05435976004686756,0.9203568855171473,0.01942657687422822,0.005856777561756843,0.12305500917012371,0.055020571823173346,0.7545299562112452,0.06739446279545769,0.005914834575822948,0.00020947761253922007,0.06474310586413533,0.9291325819475025
5088,1,0.8680192531321497,0.03160201521304994,0.07231564191513871,0.02806308973966165,0.047790855428579325,0.9426104010395007,0.009093560043834105,0.0005051834880859252,0.13735447901040612,0.008861616107213567,0.7903150238597019,0.06346888102267845,0.009935228981320604,2.4763586362584274e-5,0.007788791903795411,0.9822512155285213
5089,1,0.9014951282113246,0.04092331499218198,0.044615023950148366,0.01296653284634508,0.04087007639672613,0.8650198096407942,0.0019863428624538894,0.09212377110002579,0.23942430939571413,0.004771721826489586,0.7505754059289546,0.005228562848841767,0.00727989280841071,0.05744462322671245,0.005247074752338607,0.9300284092125383
5090,1,0.8771045187880555,0.03214231160663125,0.08368793902807568,0.0070652305772375135,0.05504079278790306,0.9415587863898937,0.0032094964037038833,0.0001909244184993275,0.11322246531841258,0.06812174546066103,0.7647511794319135,0.0539046097890129,0.016501418258081567,0.005655866683811162,0.0018987640565483043,0.975943951001559
