iteration,chain,Pr(no anomaly | no anomaly),Pr(cracking | no anomaly),Pr(porosity | no anomaly),Pr(lack of penetration | no anomaly),Pr(no anomaly | cracking),Pr(cracking | cracking),Pr(porosity | cracking),Pr(lack of penetration | cracking),Pr(no anomaly | porosity),Pr(cracking | porosity),Pr(porosity | porosity),Pr(lack of penetration | porosity),Pr(no anomaly | lack of penetration),Pr(cracking | lack of penetration),Pr(porosity | lack of penetration),Pr(lack of penetration | lack of penetration)
6756,1,0.9441053423283431,0.014317458936224204,0.03534191012768249,0.0062352886077502445,0.009226800321003488,0.9880626105095475,0.001613282841641932,0.0010973063278070239,0.16388478648777513,0.016479374073224515,0.7883475108135966,0.03128832862540376,0.008423000521148014,0.004344788231396083,0.009325685065818138,0.9779065261816378
6757,1,0.8362544006256784,0.04035410659423967,0.11250605907339468,0.010885433706687264,0.0060921112256149875,0.989887118113178,0.001629820469586611,0.002390950191620389,0.1553816097148148,0.000770938922838094,0.7956109869948346,0.04823646436751261,0.02542884664955079,0.026321441696920474,0.0037651672849268306,0.9444845443686019
6758,1,0.8501136627075753,0.05922315212940912,0.0860978253870866,0.004565359775928979,0.014436512547643441,0.9830286027219908,0.000334386205797216,0.002200498524568606,0.18295602413810677,0.00140325418860968,0.7353127727229363,0.08032794895034723,0.025126071856080644,0.014194243413552613,0.005550655862040024,0.9551290288683267
6759,1,0.8607839844990118,0.026403863252972747,0.1048858948102721,0.007926257437743334,0.052582411866457845,0.9443765607938983,0.000868163641667466,0.0021728636979764238,0.15917842137176424,0.008850397676083739,0.7767450234061792,0.05522615754597282,0.013842597908453724,0.019597885921673972,0.005731078996701332,0.960828437173171
6760,1,0.9103065800015143,0.02909534074133171,0.0508203336634079,0.009777745593746112,0.07165344622273656,0.9275027574982161,0.00039452478176773566,0.0004492714972795797,0.1636235913832047,0.020754041337200702,0.7445028030488252,0.07111956423076937,0.008067883528673369,0.016673527184550962,0.018156926746127084,0.9571016625406485
6761,1,0.8688956233263152,0.012204828809264509,0.08917905238880781,0.029720495475612396,0.06705456767090265,0.9325835260089483,0.00022921355763987674,0.00013269276250915674,0.20332720436131732,0.01527492122660619,0.7444457699787798,0.03695210443329677,0.021505547443602273,0.026441534909795245,0.024990744256099724,0.9270621733905028
6762,1,0.9015654089204697,0.022842576954708513,0.06515637450458754,0.010435639620234305,0.04155459638945902,0.9236627997415027,0.020806938930499362,0.013975664938538968,0.12758735237799027,0.000990969706947931,0.81756746820832,0.05385420970674182,0.005582673974758357,0.0034480530774606906,0.00657534944225219,0.9843939235055288
6763,1,0.9109703828701157,0.016472118477946097,0.0616024174720324,0.010955081179905846,0.027139638274272414,0.8991285225163627,0.0028308579616731153,0.07090098124769173,0.2218644343838111,0.0005230983206831527,0.6848132504168124,0.0927992168786933,0.0016532329703637788,0.08751350500456596,0.004966423998703675,0.9058668380263666
6764,1,0.9450413958605158,0.03037410002071476,0.009560080195695209,0.015024423923074237,0.04191372107532953,0.9283444085628245,0.019093820232932452,0.010648050128913455,0.2111413057776421,0.024894198452949337,0.7369106965728189,0.027053799196589567,0.0036233735080059017,0.004760227326923471,0.06978194722431047,0.9218344519407602
6765,1,0.9542688275016106,0.010329414584862959,0.01424349676392582,0.021158261149600732,0.045396529261961666,0.9351976376832596,0.007154292381037277,0.012251540673741457,0.20210888192069107,0.014999753814537362,0.7616966133426564,0.021194750922115202,0.0016443171146604367,0.002267645158152104,0.0736760928682507,0.9224119448589367
6766,1,0.8736970431591892,0.03952937730530477,0.08210471227111253,0.004668867264393528,0.03953306066512347,0.920551595245267,0.03748921319651328,0.002426130893096179,0.22363478445381824,0.006487912549151797,0.7593741701109114,0.010503132886118594,0.0008062902508200998,0.04957574780378488,0.0073536678786236724,0.9422642940667714
6767,1,0.8736970431591892,0.03952937730530477,0.08210471227111253,0.004668867264393528,0.03953306066512347,0.920551595245267,0.03748921319651328,0.002426130893096179,0.22363478445381824,0.006487912549151797,0.7593741701109114,0.010503132886118594,0.0008062902508200998,0.04957574780378488,0.0073536678786236724,0.9422642940667714
6768,1,0.8736970431591892,0.03952937730530477,0.08210471227111253,0.004668867264393528,0.03953306066512347,0.920551595245267,0.03748921319651328,0.002426130893096179,0.22363478445381824,0.006487912549151797,0.7593741701109114,0.010503132886118594,0.0008062902508200998,0.04957574780378488,0.0073536678786236724,0.9422642940667714
6769,1,0.8641487417917175,0.030367112325328044,0.10209552861448137,0.0033886172684730598,0.016477000334527793,0.9588892209787208,0.022135040275750778,0.0024987384110006783,0.19696912622911963,0.0027505493246488696,0.759343553400937,0.040936771045294584,0.0009682106297822519,0.00951687075546258,0.06484370389270805,0.9246712147220472
6770,1,0.8730847212276744,0.037173346580830914,0.08762813783354856,0.0021137943579461194,0.022585860851073673,0.9598673823770593,0.013690235405016404,0.0038565213668506626,0.16088614563256418,0.005088503252026613,0.7865990931010546,0.04742625801435463,0.0007606319941103796,0.019597174029585968,0.0063976822964816405,0.9732445116798221
6771,1,0.8711266659905953,0.05530533027657389,0.07182253791233484,0.0017454658204959506,0.03223750536987848,0.8848906048024195,0.0609713748714516,0.02190051495625034,0.14923740310056402,0.012511902647025007,0.8101228635639969,0.02812783068841407,0.014205150397268303,0.01959159627394742,0.006639029514468635,0.9595642238143156
6772,1,0.9183040707691051,0.012148573409555495,0.06801203637663775,0.0015353194447016438,0.0561333113657029,0.9303244804140972,0.01008027300895786,0.003461935211242051,0.224093425754138,0.005162905046833545,0.7618784693580696,0.008865199840958904,0.031164171562298768,0.004577313864903844,0.002000132320755276,0.9622583822520421
6773,1,0.8792600705872359,0.019137620824407526,0.06824636775385996,0.03335594083449667,0.0360996847230612,0.9392547492791091,0.012183265239002214,0.012462300758827372,0.10155331100564569,0.00989455925585349,0.8153021570419232,0.07324997269657763,0.0003590165693359036,0.028120819412739303,0.030719462444470526,0.9408007015734543
6774,1,0.9142460091958271,0.02979556096599901,0.052437820397626955,0.0035206094405468846,0.023353460158424887,0.9445079532286117,0.02653360609124626,0.005604980521717207,0.15811566939798685,0.012865475524382776,0.8061905893324434,0.022828265745187037,0.07754756105270691,0.007402695659626379,0.0031221103165760683,0.9119276329710906
6775,1,0.8941019628006635,0.023817990487027662,0.07372488360439912,0.008355163107909735,0.046490567529026895,0.9216303940078543,0.026139303274812616,0.005739735188306172,0.20716502374283,0.0057494055976067895,0.7625295705670803,0.024556000092482932,0.03509445123174621,0.0025820616265087464,0.004324836780382214,0.9579986503613628
6776,1,0.9334383065675662,0.026811053868677187,0.02943082032213998,0.010319819241616623,0.06146604194293701,0.9216493726473738,0.0029203847606949465,0.013964200648994285,0.23731425280503546,0.009841749727527552,0.6790269863927682,0.07381701107466887,0.005758636453819557,0.002628960943044454,0.03362578623108095,0.9579866163720551
6777,1,0.8593271961715282,0.005541187431119308,0.1225830590732176,0.012548557324134846,0.03249235654694449,0.9165667535421161,0.03314365865944264,0.01779723125149668,0.09427921074807288,0.005772440525809549,0.8773548405280912,0.022593508198026413,0.0380368703934215,0.028178684913475645,0.0008486340441475859,0.9329358106489553
6778,1,0.9378360915509619,0.03920015637894288,0.01596634434493717,0.006997407725158,0.058396727786296856,0.9236524523293758,0.009923105102824044,0.008027714781503326,0.24466915273289286,0.03693638116921917,0.6824446002798101,0.03594986581807791,0.0034321259870457553,0.009856248770735092,0.003397085128907241,0.9833145401133119
6779,1,0.9049479731485698,0.008826293258879122,0.0719725940283627,0.0142531395641885,0.04144639573627073,0.9178412670955486,0.01261262931223674,0.028099707855943956,0.1775213965710496,0.02256345973496425,0.776469433159657,0.02344571053432909,0.05135980063740059,0.011719981448343311,0.011225935224471066,0.925694282689785
6780,1,0.895109620963452,0.032129911973321906,0.06266453844694307,0.010095928616282945,0.033596712124006965,0.9644297450726427,0.0015484829891931865,0.0004250598141571915,0.1664649896325492,0.010100318360086789,0.7743342724537191,0.04910041955364486,0.002293257562632029,0.003926821916169227,0.0016431979034379528,0.9921367226177608
6781,1,0.9423011269388046,0.01924542854169376,0.03116435488557985,0.007289089633921719,0.0751348833800676,0.873985617464753,0.04055573076789713,0.010323768387282328,0.1711048078138886,0.024662195327033093,0.7545384186081523,0.04969457825092605,0.0036948083760172386,0.011881098982355625,0.0006209802406272673,0.9838031124009998
6782,1,0.8481550562027751,0.04162199383559762,0.08589809534942013,0.024324854612207125,0.0304341493930339,0.9501869840736555,0.009163999489604002,0.010214867043706555,0.17452238094411593,0.0457035423648417,0.7594300666536455,0.02034401003739683,0.015524166563739766,0.01753294566616208,0.0018318787431991948,0.965111009026899
6783,1,0.8945487387288572,0.015579512360159243,0.08069429650293915,0.009177452408044462,0.05247141492232288,0.9134020246856562,0.003227014964133477,0.03089954542788742,0.20195376571992998,0.018645108837329845,0.760769842044594,0.018631283398146237,0.0034915676580867866,0.004531463436685625,0.004732581843131454,0.9872443870620962
6784,1,0.9158180327751015,0.013396027059173546,0.0522985479038759,0.018487392261849034,0.03597532027151695,0.9375692194547197,0.024006871041799015,0.0024485892319643376,0.13063323592484066,0.012206314248170756,0.7707063765282095,0.08645407329877908,0.006567458885636874,0.020918691139674168,0.016833520816479684,0.9556803291582092
6785,1,0.9210891595362634,0.028290871525245568,0.040562029643841736,0.010057939294649376,0.02675202556919956,0.9306008835331072,0.029344725157245014,0.013302365740448185,0.12971020770403735,0.03436759996083039,0.7786915847164055,0.05723060761872678,0.01010457424562551,0.03185163765589388,0.03427179241076891,0.9237719956877117
6786,1,0.8772663936200521,0.023426874489886108,0.09553655343565226,0.003770178454409523,0.06348081830536316,0.9146470172354837,0.00939982231522508,0.012472342143928117,0.17213794639677701,0.01432994486733751,0.7939674639125087,0.01956464482337672,0.003063631447265239,0.006203696740532469,0.00862692441643848,0.9821057473957638
6787,1,0.9310856604747071,0.024511396676243635,0.02967305616234749,0.014729886686701832,0.02521834686551829,0.9652515640164859,0.005721654603570189,0.003808434514425585,0.12989286468337877,0.041605670734124064,0.7729955652579722,0.05550589932452499,0.014319293608792898,0.0317712807948322,0.011037896755340533,0.9428715288410343
6788,1,0.9135826597389731,0.023474425190054306,0.051736339073340715,0.011206575997631862,0.07063974979691297,0.8980226793825786,0.027721689615682204,0.0036158812048261435,0.10592578076648555,0.007242526029089654,0.8507914661541133,0.03604022705031151,0.0105527424819975,0.01939115493017369,0.03188773752790932,0.9381683650599195
6789,1,0.8540148171549696,0.022315550038289063,0.11768586212855034,0.005983770678190892,0.040969842000502556,0.9478198420172592,0.006569342496457485,0.004640973485780742,0.23491415418080747,0.007831786110394283,0.7447066706662256,0.012547389042572576,0.03894759275772882,0.01654596919481693,0.022766304147243673,0.9217401339002106
6790,1,0.8884440411216428,0.015855077357369803,0.09245446810486112,0.0032464134161263036,0.08805473715164534,0.8981993360506322,0.012600416028126327,0.0011455107695961253,0.18872044321014694,0.00902415190744237,0.7245137506314149,0.07774165425099577,0.0038567215410942168,0.02326713684644187,0.017753965541615645,0.9551221760708483
6791,1,0.9044450282778493,0.038887138838344056,0.02619791079959121,0.030469922084215395,0.025019872258146197,0.9221124798826061,0.02864253061584878,0.02422511724339893,0.22382693254502997,0.03830268076330212,0.7186608644893719,0.019209522202295992,0.028998324551263995,0.011839339391804982,0.014083806191938858,0.9450785298649922
6792,1,0.8879207590340384,0.02851131191159541,0.08337156175786109,0.00019636729650507334,0.05950604942162486,0.9316689354959947,0.004837313216880574,0.003987701865499904,0.15287186289482496,0.028289346402604883,0.7666638150770086,0.052174975625561504,0.003698520387310021,0.011157391568049674,0.025250026836412164,0.9598940612082282
6793,1,0.8880625364801998,0.06881446997738012,0.04303988272008564,8.311082233436462e-5,0.07102771720342975,0.9134378677955796,0.006089566628970637,0.009444848372020087,0.1335908595220064,0.018236962708262913,0.7959391677200811,0.05223301004964953,0.002895269424665629,0.03444573205881164,0.009751782446000355,0.9529072160705224
6794,1,0.9429457785464714,0.02291885522117339,0.033391990957309194,0.0007433752750459766,0.05706494791457348,0.929508594191768,0.00727263467977625,0.006153823213882248,0.19937047142749426,0.004240879002444052,0.716364797106458,0.08002385246360377,0.0015253391625608666,0.018337903650389217,0.002834330866965714,0.9773024263200842
6795,1,0.8522671234372419,0.04079600573289463,0.10553156232290782,0.0014053085069556381,0.021022937536016698,0.9616422050372794,0.010311949351747443,0.007022908074956535,0.13632752217143576,0.03871795445359063,0.78863566968031,0.0363188536946637,0.004524434271083898,0.013817835257367609,8.264947429827934e-5,0.9815750809972502
6796,1,0.9313891150298521,0.012917659351533104,0.0540797285924978,0.0016134970261170167,0.059091792267580934,0.8992035754951242,0.003062033734450095,0.038642598502844794,0.243620028147949,0.0012608566838025557,0.6796655350635399,0.0754535801047086,0.0005503505180742261,0.0058916533035714615,0.08532117510782938,0.908236821070525
6797,1,0.8719825461336219,0.01238067294933291,0.11367897728846593,0.0019578036285792244,0.027486504129665877,0.9257462720685145,0.0005677402780145126,0.046199483523805096,0.11157227939725783,0.0035009858101460647,0.849613965195681,0.035312769596915095,0.0008936679789429899,0.005194017558937645,0.005024794760267319,0.9888875197018521
6798,1,0.9423534346161032,0.019474935920776003,0.03651027083903192,0.0016613586240888933,0.07813921292878591,0.9125038697861134,0.0026647531781026383,0.006692164106998022,0.1735633595519815,0.00884813667956456,0.7668545284879229,0.05073397528053103,0.0021634444110625027,0.00032589549313762837,0.0012533473829928804,0.996257312712807
6799,1,0.9383124921508582,0.007213056682474571,0.05259680194225188,0.0018776492244153564,0.08200523999121555,0.8979330056319739,0.01760168398161517,0.0024600703951953573,0.1320903805023613,0.0046014755305482215,0.8177307562944734,0.0455773876726171,0.0012209376081096142,0.0003925778408297497,0.002786695718042571,0.995599788833018
6800,1,0.8983540314131089,0.018369835926852422,0.036712241567603374,0.04656389109243542,0.005929468211867794,0.9570707611460427,0.00265877566083519,0.034340994981254314,0.2193418379455683,0.0002192492452973487,0.7438295723109781,0.03660934049815623,0.039558271734307066,0.00010132156623897045,0.019211011316186535,0.9411293953832675
6801,1,0.8967806085773792,0.03442915039201108,0.06825618145052971,0.0005340595800800152,0.14507930124646845,0.8387713778380189,0.014908869572449645,0.0012404513430629427,0.10990445902820475,0.0029720752122223163,0.8552095876237209,0.031913878135852,0.0017038305638665413,0.001249266655123795,0.013139092619405771,0.9839078101616039
6802,1,0.9083552575874155,0.01595238553171769,0.028879598727699556,0.04681275815316721,0.0034406579182130067,0.9535929634990085,0.003943098196638179,0.039023280386140335,0.2541332322006351,0.02497788549902345,0.6739363969210851,0.04695248537925634,0.0010830858830321412,0.0015896073155664333,0.009094072626007891,0.9882332341753935
6803,1,0.9189800223112918,0.017939647841209386,0.0517664755882683,0.011313854259230482,0.004108842990597621,0.9737201694263186,0.007859521493184576,0.014311466089899194,0.28855475175482376,0.0652777817121874,0.565041495091603,0.08112597144138589,0.005710515254034363,0.0012750345536411756,0.014594863229240331,0.9784195869630842
6804,1,0.9068047592473973,0.020452799423037342,0.05096301227411296,0.02177942905545238,0.21670488091572773,0.7556338766574612,0.020965754826480658,0.006695487600330452,0.17148880537560843,0.001668648647903767,0.7983178670568799,0.02852467891960786,0.0031194064562994335,0.0012794498133040693,0.039854592432059736,0.9557465512983367
6805,1,0.8998593494084479,0.027188778310555915,0.056723316547847236,0.016228555733148964,0.10147289170420601,0.8631249022027583,0.020308261656266313,0.015093944436769369,0.21025037986534026,0.003351087009190909,0.7448946548031727,0.04150387832229607,0.011913592448035118,0.0026657730430544456,0.04326973964290492,0.9421508948660056
6806,1,0.9129024863792222,0.022932338962992512,0.05591093159889869,0.008254243058886557,0.01486962010238078,0.9616414766926757,0.009663002725507625,0.013825900479435882,0.08885334894896182,0.026528238330078245,0.8362902884980292,0.04832812422293076,0.01220500483717432,0.022443826545159782,0.0028389968089229094,0.962512171808743
6807,1,0.9208870896269741,0.008780852484764914,0.06230534480888461,0.008026713079376413,0.045482770935893764,0.9331219042087681,0.012503586168786714,0.008891738686551465,0.2107921536560039,0.016976916060821703,0.6936024310883886,0.07862849919478587,0.04680008054968793,0.024786896218169752,0.0026597936303106515,0.9257532296018317
6808,1,0.9208870896269741,0.008780852484764914,0.06230534480888461,0.008026713079376413,0.045482770935893764,0.9331219042087681,0.012503586168786714,0.008891738686551465,0.2107921536560039,0.016976916060821703,0.6936024310883886,0.07862849919478587,0.04680008054968793,0.024786896218169752,0.0026597936303106515,0.9257532296018317
6809,1,0.9151627703360294,0.01086101612906177,0.0514587715299179,0.02251744200499095,0.09460887817346034,0.8913308881377835,0.00823059765330562,0.005829636035450614,0.27456391780150147,0.024094585725828174,0.672070740268121,0.02927075620454933,0.035641649789390675,0.024733202854874993,0.0011060565432637318,0.9385190908124706
6810,1,0.9172835606214566,0.045448869805890246,0.03342354575154618,0.0038440238211070454,0.025829350865973332,0.9107950217704573,0.01793000897457353,0.045445618388995745,0.11005983883674565,0.005559966896908477,0.8615307606550173,0.022849433611328518,0.0055268399808037,0.0033236188227287345,0.05108181226083838,0.9400677289356292
6811,1,0.877208836793161,0.005049718368406316,0.09643655618512229,0.021304888653310483,0.06073002911783268,0.9289275532135547,0.007400087415452568,0.0029423302531600415,0.24365121636960976,0.04772788046240229,0.6594797108974836,0.049141192270504286,0.012566918689951554,0.043824632508760474,0.002655802184907412,0.9409526466163806
6812,1,0.8953799593725511,0.046626475735014154,0.05033588496531263,0.007657679927122185,0.020761753845381932,0.9670953438176604,0.0038537077910015044,0.008289194545956224,0.12363760114518016,0.00488454750988357,0.8415827849948915,0.029895066350044797,0.003131443745417468,0.004089530092863277,0.0012197849924652086,0.9915592411692541
6813,1,0.9062824841807297,0.011620917073359749,0.07212881241803212,0.009967786327878425,0.07689703280084458,0.8992481661592652,0.017759404692619073,0.006095396347271187,0.21099683312796516,0.019459336815937537,0.7080765327764302,0.061467297279667044,0.015623806625281683,0.045475866222731955,0.00461083525837988,0.9342894918936064
6814,1,0.9170232634485195,0.016449001917513775,0.051762731993060807,0.014765002640905966,0.027985809388662866,0.953457326712157,0.015305360997430122,0.003251502901750025,0.1774120262942232,0.017582281216868306,0.77517698281137,0.02982870967753848,0.018682454217474432,0.0007150784321947124,0.014197633705993083,0.9664048336443378
6815,1,0.8797572859631867,0.03334551866333849,0.07708887702161535,0.009808318351859469,0.06287470938792167,0.8937885045770096,0.006015954705678052,0.03732083132939057,0.1649724391723963,0.020414161661202558,0.8037674282042883,0.010845970962112927,0.011268261442781953,9.471968652871048e-6,0.0179893254339353,0.9707329411546298
6816,1,0.898530604740798,0.01429901970158985,0.07533603347820438,0.0118343420794077,0.06566842314714691,0.9089766880400358,0.023347419884302827,0.0020074689285144443,0.13046639249972913,0.027581836818020237,0.7887947443328903,0.05315702634936037,0.007719461775890699,2.5236570634794154e-5,0.00819229311147433,0.9840630085420001
6817,1,0.9025151563864989,0.04083135441701317,0.04242208965725426,0.014231399539233691,0.030469837378717328,0.9596372299818936,0.0011841435622152125,0.008708789077173873,0.2011987652384057,0.011377150062819847,0.7823134486323674,0.005110636066407048,0.01958836332010211,0.020251131755207732,0.03486087096588861,0.9252996339588015
6818,1,0.9230846445778796,0.010079557956700864,0.05788882894263464,0.00894696852278476,0.03023116951897774,0.8894358107472394,0.06042659185170828,0.01990642788207453,0.1344430931497658,0.019658842059447106,0.709897657587458,0.13600040720332907,0.012817081269377216,0.01313337710963836,0.006154365680713272,0.9678951759402712
6819,1,0.8828646111186991,0.07203101448259171,0.037923781383446854,0.007180593015262304,0.04223582986357405,0.9333337647654076,0.02211544640976138,0.0023149589612568855,0.1460567716804174,0.009287558303191404,0.8095609770297783,0.03509469298661294,0.006423387069160578,0.0018674519285950446,0.06439716971365175,0.9273119912885927
6820,1,0.919383691633087,0.0034250602431615406,0.060052221094305386,0.01713902702944603,0.046184421276500125,0.9133745478044898,0.003161303144918846,0.037279727774091276,0.18053640617304773,0.030636910858782982,0.7574703899027526,0.03135629306541665,0.007262498346651815,0.05820215287964881,0.0017117972402530038,0.9328235515334464
6821,1,0.9139975192855958,0.01576666202153553,0.062483830319109195,0.007751988373759455,0.04405456249763443,0.9326108535383851,0.022287970425338824,0.0010466135386416608,0.19973705723315555,0.009300824749738819,0.7267902250746643,0.0641718929424413,0.00664346231032758,0.0007348568937998402,0.022110128917798125,0.9705115518780745
6822,1,0.9308964196972208,0.020501056197173725,0.044883527768054265,0.003718996337551239,0.022348060237396047,0.9489164460904286,0.025017164580785484,0.003718329091389916,0.08897333282499216,0.01630037158466965,0.865485492347309,0.029240803243029245,0.0031012125767030897,0.001549552705452439,0.016727463465414427,0.97862177125243
6823,1,0.8817642850966886,0.009733749188971968,0.09443701689023008,0.014064948824109358,0.036528243890309384,0.9272261656133537,0.003334825406093297,0.0329107650902436,0.22389255140823716,0.002214501207135843,0.7113256477267973,0.0625672996578297,0.006426181871319063,0.026156854115072573,0.02232561243759018,0.9450913515760182
6824,1,0.8891604239755273,0.012700818466690123,0.061071628145507845,0.037067129412274746,0.0898624186855686,0.8273509834942947,0.004177496534576514,0.0786091012855602,0.1582870803038303,0.0033001171241438874,0.7583140888938344,0.08009871367819144,0.004028181478517282,0.01564991306841637,0.009537639526380844,0.9707842659266855
6825,1,0.8892029523975772,0.05044183691861869,0.05574848216382956,0.004606728519974568,0.029653443490954053,0.9603302496920914,0.0035966955898631336,0.0064196112270915595,0.09217326416438205,0.07123673524168647,0.8211478559871602,0.01544214460677118,0.014579443695993236,0.017894804966025548,0.01800033265616422,0.949525418681817
6826,1,0.9070319617902103,0.01771437937475925,0.072536632539127,0.002717026295903424,0.030939830977532546,0.8873245791122842,0.01708068821105047,0.0646549016991328,0.27744779241388146,0.0035270454030776875,0.7084075984034178,0.010617563779623085,0.01758137677972302,0.013142022786259281,0.00023433561709586,0.9690422648169218
6827,1,0.9028549237066467,0.02969802689877448,0.06546872045124978,0.001978328943329166,0.04444691610182377,0.9532368473511224,0.0019176563226026584,0.0003985802244512726,0.07415169052340313,0.032678520291767675,0.7897002747500965,0.10346951443473262,0.004899248317253981,0.010714837464865732,0.06427433788654408,0.9201115763313362
6828,1,0.9077543338506439,0.040223500958035514,0.04878665905972138,0.003235506131599286,0.04168231923456562,0.9281589575172076,0.0064807328782131605,0.023677990370013613,0.19969726146916553,0.01711239130989072,0.7253117535679676,0.057878593652976096,0.002113322480167264,0.008782579982591344,0.007236625937460398,0.981867471599781
6829,1,0.9092483133485747,0.030703108341478512,0.05942223108719218,0.0006263472227546751,0.041570554282157564,0.9243521384559871,0.018619125807934248,0.015458181453921083,0.10880407237326187,0.014078241510034699,0.8337355494843165,0.04338213663238699,0.0010515866923143196,0.00229686033475539,0.007457502557482159,0.9891940504154482
6830,1,0.9188499954145147,0.011565791784058203,0.050703707118442666,0.018880505682984383,0.045295185752882355,0.9435126287416441,0.00306056357235382,0.00813162193311967,0.19848668104792852,0.03930905522886336,0.7165633177557714,0.04564094596743673,0.001102439312467058,0.009221743645417458,0.011349758653818433,0.978326058388297
6831,1,0.8893054952807161,0.006489283481489331,0.0926793116099859,0.01152590962780864,0.04365980707367024,0.8760949263444144,0.051304208628902316,0.02894105795301305,0.1518220760117553,0.009686289455519824,0.7923073595873793,0.046184274945345605,0.0026433650478893695,0.00829565519339179,0.01516912377406726,0.9738918559846516
6832,1,0.9099199916025958,0.05046734176718559,0.0279508841880988,0.011661782442119795,0.03589554128080934,0.9569139431854419,0.0038522870025567875,0.0033382285311920334,0.1275784778976401,0.017541780506608966,0.8335343751472447,0.021345366448506264,0.051536092443840734,0.01665914519518632,0.005101910773506269,0.9267028515874667
6833,1,0.9240659315706045,0.00884308077464079,0.05943226893054888,0.007658718724205871,0.03381678400157421,0.887059358758181,0.03241931705990027,0.046704540180344534,0.24307066349517994,0.01910268432392513,0.6943673036287227,0.04345934855217226,0.0039051848768198484,0.016678795315170636,0.04026627910902697,0.9391497406989826
6834,1,0.9480317246667618,0.026277055008581827,0.020092181864128637,0.005599038460527783,0.06431692293428608,0.9326279487777669,0.001274210399411522,0.001780917888535516,0.17484463846571244,0.019141623555301874,0.7774602931292357,0.028553444849749976,0.004348805116720225,0.016168258545347095,0.0031113005245818636,0.9763716358133508
6835,1,0.7991371883840951,0.019033953320580912,0.17695485336002614,0.004874004935297882,0.026544470155445,0.958872544723107,0.010595497585239335,0.003987487536208589,0.11309234355206105,0.022284878472113044,0.8016292316221119,0.06299354635371401,0.002400952062709229,0.011714237936513905,0.017519635945384207,0.9683651740553927
6836,1,0.9691474786649412,0.015380321148749872,0.013009799688516382,0.0024624004977925606,0.04835166153008703,0.9085176951526082,0.0078135002799342,0.035317143037370546,0.22300151875896707,0.005982260072155905,0.7426393114579006,0.028376909710976395,0.05126986504110241,0.011993126423191287,0.012645962039950547,0.9240910464957557
6837,1,0.8149216188214097,0.012385569719791519,0.14243983764841017,0.030252973810388606,0.023902602987987416,0.9577408543370785,0.017250830216088316,0.0011057124588458311,0.12646372612053294,0.015371574652753791,0.8471132125475547,0.011051486679158562,0.002584111354165303,0.019710982640810885,0.014589813415586766,0.9631150925894371
6838,1,0.9397698412692757,0.006235892349297386,0.052797761442678115,0.001196504938748899,0.059854703888953704,0.9205087491632445,0.0024271773090586185,0.01720936963874309,0.11609583995137192,0.011753261912277104,0.855575702459419,0.016575195676931886,0.018042556067610224,0.02636426650407639,0.017426525427470498,0.9381666520008429
6839,1,0.8408164422354809,0.06499527194351139,0.07401314919896829,0.020175136622039402,0.02820692052937998,0.9313770818754751,0.03659204957015089,0.003823948024993973,0.14145705509241038,0.025013141560796797,0.7709840355147926,0.06254576783200028,0.013117143827812408,0.008426487247493659,0.012664381017915569,0.9657919879067783
6840,1,0.9148696906175131,0.03293941216501182,0.04539029120800228,0.006800606009472743,0.03342192354306709,0.917377693669499,0.022698648237066545,0.026501734550367417,0.14300741150454357,0.03203146015360154,0.793769498174892,0.031191630166962914,0.015442124261656831,0.009338366793732053,0.004370070628019241,0.9708494383165919
6841,1,0.907837864465421,0.0050782018101857415,0.07981922358364825,0.007264710140745034,0.05443672768614519,0.9296164381188048,0.008463165669769429,0.007483668525280596,0.13527163726614191,0.010569714226709234,0.8354270959848401,0.018731552522308736,0.012756907188876496,0.004434382666718744,0.008998520597207812,0.9738101895471969
6842,1,0.8905025239090406,0.027761306695833144,0.07305726007548471,0.008678909319641548,0.023268828040663707,0.930740132275555,0.014484201387623052,0.0315068382961583,0.20013350598487772,0.034101818519820144,0.690159842400769,0.07560483309453314,0.01971204557099169,0.04321318072901048,0.000803994851914504,0.9362707788480833
6843,1,0.9077059981253255,0.01767713639647533,0.06743389598576159,0.007182969492437685,0.07655085751236922,0.9090804261421829,0.00975579173423106,0.004612924611216873,0.14762763905504148,0.010240175365352941,0.8246470270136811,0.017485158565924475,0.000593174795944106,0.002594323428793956,0.00018095193973469606,0.9966315498355273
6844,1,0.8952166931886445,0.03226165978860539,0.06044379046991933,0.012077856552830779,0.019288296112175446,0.9284089895048834,0.017042204823368035,0.03526050955957316,0.15774638725781298,0.01292238363104021,0.7518554747901427,0.07747575432100406,0.09347953826513422,0.024452104123389495,0.0005871411979422471,0.881481216413534
6845,1,0.9069119435080195,0.012885508977711721,0.06509455113877755,0.015107996375491206,0.07658854964109119,0.922514162647798,4.550401374727165e-6,0.000892737309736158,0.263733274451882,0.015523212005380344,0.6981310326865536,0.02261248085618406,0.0007584398148718295,0.01039614574481319,0.003520369052998457,0.9853250453873166
6846,1,0.9266353418790322,0.008834261592134345,0.03656300998604059,0.02796738654279296,0.08309154067755654,0.9139831922579326,0.00013098500976656873,0.0027942820547443015,0.19373632815802017,0.03983368747462895,0.7036855328940015,0.0627444514733494,0.0012326425445493125,0.04303314117424081,0.005321962164727675,0.9504122541164822
